,ver_claim_ids,pos
16471,vclaim-pol-16471,"['pakistan', 'i', 'bush']"
16472,vclaim-pol-16472,"['it', 'it', 'they']"
16473,vclaim-pol-16473,"['who', 'he']"
16474,vclaim-pol-16474,['huckabee']
16475,vclaim-pol-16475,['guy']
16476,vclaim-pol-16476,"['sandwich', 'sandwich']"
16477,vclaim-pol-16477,"['thing', 'he', 'he', 'he', 'which', 'he']"
16478,vclaim-pol-16478,"['relatives', 'he', 'spokesman']"
16479,vclaim-pol-16479,['romney']
16480,vclaim-pol-16480,"['huckabee', 'that', 'citizens']"
16481,vclaim-pol-16481,"['he', 'that']"
16482,vclaim-pol-16482,['i']
16483,vclaim-pol-16483,['mikehuckabee.com']
16484,vclaim-pol-16484,['plan']
16485,vclaim-pol-16485,['i']
16486,vclaim-pol-16486,"['i', 'people']"
16487,vclaim-pol-16487,['sox']
16488,vclaim-pol-16488,"['i', 'this']"
16489,vclaim-pol-16489,"['you', 'you', 'you']"
16490,vclaim-pol-16490,"['mayor', 'you', 'we', 'we', 'we']"
16491,vclaim-pol-16491,['romney']
16492,vclaim-pol-16492,['i']
16493,vclaim-pol-16493,[]
16494,vclaim-pol-16494,"['plan', 'representative']"
16495,vclaim-pol-16495,['i']
16496,vclaim-pol-16496,"['fred', 'records', 'he', 'which']"
16497,vclaim-pol-16497,"['i', 'i']"
16498,vclaim-pol-16498,"['sort', 'plan']"
16499,vclaim-pol-16499,['proposal']
16500,vclaim-pol-16500,"['truth', 'statistics']"
16501,vclaim-pol-16501,['clinton']
16502,vclaim-pol-16502,['plan']
16503,vclaim-pol-16503,"['obama', 'plan']"
16504,vclaim-pol-16504,"['murder', 'romney', 'robbery', 'crimes']"
16505,vclaim-pol-16505,"['deficit', 'i', 'i']"
16506,vclaim-pol-16506,"['i', 'i', 'i', 'i', 'it', 'we']"
16507,vclaim-pol-16507,"['people', 'percent', 'percent', 'i', 'percent']"
16508,vclaim-pol-16508,"['form', 'students']"
16509,vclaim-pol-16509,"['americans', 'that']"
16510,vclaim-pol-16510,"['john', 'he']"
16511,vclaim-pol-16511,"['america', 'clinton', 'i', 'those', 'clinton']"
16512,vclaim-pol-16512,"['employer', 'that']"
16513,vclaim-pol-16513,"['rating', 'you', 'who']"
16514,vclaim-pol-16514,['that']
16515,vclaim-pol-16515,"['edwards', 'he', 'i', 'he']"
16516,vclaim-pol-16516,"['you', 'teamsters', 'i', 'it', 'i']"
16517,vclaim-pol-16517,"['i', 'i']"
16518,vclaim-pol-16518,"['huckabee', 'we']"
16519,vclaim-pol-16519,"['candidate', 'market']"
16520,vclaim-pol-16520,"['i', 'we', 'those']"
16521,vclaim-pol-16521,['husband']
16522,vclaim-pol-16522,"['safety', 'half']"
16523,vclaim-pol-16523,['obama']
16524,vclaim-pol-16524,"['edwards', 'congress', 'he', 'i']"
16525,vclaim-pol-16525,"['mccain', 'veto', 'president']"
16526,vclaim-pol-16526,['lawsuit']
16527,vclaim-pol-16527,['giuliani']
16528,vclaim-pol-16528,['begich']
16529,vclaim-pol-16529,"['code', 'it']"
16530,vclaim-pol-16530,['i']
16531,vclaim-pol-16531,"['man', 'who', 'he', 'city', 'it', 'that', 'that', 'him']"
16532,vclaim-pol-16532,['it']
16533,vclaim-pol-16533,"['bill', 'murder']"
16534,vclaim-pol-16534,"['she', 'she', 'she', 'she']"
16535,vclaim-pol-16535,['who']
16536,vclaim-pol-16536,['taxpayers']
16537,vclaim-pol-16537,['i']
16538,vclaim-pol-16538,['clinton']
16539,vclaim-pol-16539,"['people', 'i']"
16540,vclaim-pol-16540,"['i', 'who']"
16541,vclaim-pol-16541,['dodd']
16542,vclaim-pol-16542,"['we', 'it']"
16543,vclaim-pol-16543,"['obama', 'he']"
16544,vclaim-pol-16544,"['burton', 'clinton']"
16545,vclaim-pol-16545,"['you', 'you']"
16546,vclaim-pol-16546,"['this', 'what']"
16547,vclaim-pol-16547,['i']
16548,vclaim-pol-16548,"['thompson', 'that']"
16549,vclaim-pol-16549,['romney']
16550,vclaim-pol-16550,"['fences', 'that']"
16551,vclaim-pol-16551,"['signers', 'most']"
16552,vclaim-pol-16552,['clinton']
16553,vclaim-pol-16553,"['i', 'i']"
16554,vclaim-pol-16554,"['he', 'that']"
16555,vclaim-pol-16555,['founders']
16556,vclaim-pol-16556,"['clintons', 'rent']"
16557,vclaim-pol-16557,['clinton']
16558,vclaim-pol-16558,['clinton']
16559,vclaim-pol-16559,"['antonio', 'water']"
16560,vclaim-pol-16560,"['i', 'i', 'i', 'i', 'that', 'i', 'myself', 'i']"
16561,vclaim-pol-16561,"['he', 'he']"
16562,vclaim-pol-16562,"['he', 'he', 'he', 'it']"
16563,vclaim-pol-16563,"['he', 'he', 'he', 'he']"
16564,vclaim-pol-16564,"['what', 'he', 'they', 'secretary', 'it']"
16565,vclaim-pol-16565,['romney']
16566,vclaim-pol-16566,"['arizona', 'that', 'percent']"
16567,vclaim-pol-16567,['edwards']
16568,vclaim-pol-16568,"['romney', 'he', 'others']"
16569,vclaim-pol-16569,"['bush', 'who']"
16570,vclaim-pol-16570,"['one', 'he', 'he', 'it']"
16571,vclaim-pol-16571,"['it', 'we', 'bush']"
16572,vclaim-pol-16572,"['this', 'it', 'that', 'those']"
16573,vclaim-pol-16573,['we']
16574,vclaim-pol-16574,"['we', 'we', 'some']"
16575,vclaim-pol-16575,['dollars']
16576,vclaim-pol-16576,"['she', 'they', 'they']"
16577,vclaim-pol-16577,['schools']
16578,vclaim-pol-16578,"['group', 'hussein']"
16579,vclaim-pol-16579,"['lot', 'americans', 'their']"
16580,vclaim-pol-16580,"['i', 'i']"
16581,vclaim-pol-16581,"['she', 'who', 'many', 'administration']"
16582,vclaim-pol-16582,['schools']
16583,vclaim-pol-16583,"['hillary', 'one', 'kids']"
16584,vclaim-pol-16584,"['i', 'i']"
16585,vclaim-pol-16585,"['i', 'rudy']"
16586,vclaim-pol-16586,"['reality', 'we']"
16587,vclaim-pol-16587,['i']
16588,vclaim-pol-16588,['i']
16589,vclaim-pol-16589,['mccain']
16590,vclaim-pol-16590,"['he', 'he']"
16591,vclaim-pol-16591,"['we', 'we']"
16592,vclaim-pol-16592,"['man', 'man', 'man']"
16593,vclaim-pol-16593,"['it', 'we']"
16594,vclaim-pol-16594,"['it', 'fellow']"
16595,vclaim-pol-16595,"['i', 'i', 'i', 'i']"
16596,vclaim-pol-16596,"['i', 'i', 'adoptions', 'abortions']"
16597,vclaim-pol-16597,['security']
16598,vclaim-pol-16598,"['who', 'they']"
16599,vclaim-pol-16599,[]
16600,vclaim-pol-16600,"['giuliani', 'he']"
16601,vclaim-pol-16601,['i']
16602,vclaim-pol-16602,"['richardson', 'all']"
16603,vclaim-pol-16603,['obama']
16604,vclaim-pol-16604,['who']
16605,vclaim-pol-16605,"['americans', 'we', 'we']"
16606,vclaim-pol-16606,"['it', 'us', 'we']"
16607,vclaim-pol-16607,['obama']
16608,vclaim-pol-16608,[]
16609,vclaim-pol-16609,['they']
16610,vclaim-pol-16610,"['people', 'they']"
16611,vclaim-pol-16611,[]
16612,vclaim-pol-16612,[]
16613,vclaim-pol-16613,['plan']
16614,vclaim-pol-16614,['paul']
16615,vclaim-pol-16615,['he']
16616,vclaim-pol-16616,['paul']
16617,vclaim-pol-16617,['premiums']
16618,vclaim-pol-16618,"['we', 'we', 'we']"
16619,vclaim-pol-16619,"['people', 'they']"
16620,vclaim-pol-16620,"['i', 'he']"
16621,vclaim-pol-16621,['i']
16622,vclaim-pol-16622,[]
16623,vclaim-pol-16623,"['english', 'it', 'that', 'you']"
16624,vclaim-pol-16624,"['detainees', 'they']"
16625,vclaim-pol-16625,['iowa']
16626,vclaim-pol-16626,['percent']
16627,vclaim-pol-16627,"['she', 'she', 'bush']"
16628,vclaim-pol-16628,"['she', 'who']"
16629,vclaim-pol-16629,['sullivan']
16630,vclaim-pol-16630,['obama']
16631,vclaim-pol-16631,['biden']
16632,vclaim-pol-16632,"['we', 'civilians']"
16633,vclaim-pol-16633,"['obama', 'we']"
16634,vclaim-pol-16634,"['kerry', 'he']"
16635,vclaim-pol-16635,['people']
16636,vclaim-pol-16636,"['it', 'ross', 'occupation']"
16637,vclaim-pol-16637,['pittenger']
16638,vclaim-pol-16638,[]
16639,vclaim-pol-16639,"['democrats', 'who']"
16640,vclaim-pol-16640,['mccready']
16641,vclaim-pol-16641,['revenues']
16642,vclaim-pol-16642,['mccready']
16643,vclaim-pol-16643,"['city', 'what', 'we']"
16644,vclaim-pol-16644,['president']
16645,vclaim-pol-16645,"['it', 'state', 'average', 'we']"
16646,vclaim-pol-16646,['image']
16647,vclaim-pol-16647,"['bill', 'he']"
16648,vclaim-pol-16648,"['photo', 'it']"
16649,vclaim-pol-16649,['people']
16650,vclaim-pol-16650,"['china', 'we']"
16651,vclaim-pol-16651,['poroshenko']
16652,vclaim-pol-16652,"['schiff', 'he', 'he', 'he']"
16653,vclaim-pol-16653,['casten']
16654,vclaim-pol-16654,"['cartels', 'government', 'it']"
16655,vclaim-pol-16655,"['plan', 'estimate', 'bill']"
16656,vclaim-pol-16656,"['photograph', 'facebook']"
16657,vclaim-pol-16657,[]
16658,vclaim-pol-16658,"['we', 'we']"
16659,vclaim-pol-16659,['buffett']
16660,vclaim-pol-16660,"['democrats', 'i', 'you', 'i', 'you', 'you']"
16661,vclaim-pol-16661,"['trump', 'facebook']"
16662,vclaim-pol-16662,['virginia']
16663,vclaim-pol-16663,"['reid', 'office']"
16664,vclaim-pol-16664,['schiff']
16665,vclaim-pol-16665,"['trump', 'devito']"
16666,vclaim-pol-16666,"['warren', 'i']"
16667,vclaim-pol-16667,"['foundation', 'million']"
16668,vclaim-pol-16668,['smith']
16669,vclaim-pol-16669,['omar']
16670,vclaim-pol-16670,['naacp']
16671,vclaim-pol-16671,"['biden', 'it']"
16672,vclaim-pol-16672,"['we', 'leadership']"
16673,vclaim-pol-16673,['photo']
16674,vclaim-pol-16674,"['photo', 'they']"
16675,vclaim-pol-16675,[]
16676,vclaim-pol-16676,"['amendment', 'that']"
16677,vclaim-pol-16677,"['salary', 'i']"
16678,vclaim-pol-16678,['trump']
16679,vclaim-pol-16679,"['report', 'fbi']"
16680,vclaim-pol-16680,"['impeachment', 'president']"
16681,vclaim-pol-16681,['poverty']
16682,vclaim-pol-16682,['ukraine']
16683,vclaim-pol-16683,"['card', 'who']"
16684,vclaim-pol-16684,[]
16685,vclaim-pol-16685,"['solution', 'it', 'that', 'people']"
16686,vclaim-pol-16686,['u.s.']
16687,vclaim-pol-16687,"['study', 'people']"
16688,vclaim-pol-16688,['photo']
16689,vclaim-pol-16689,['news']
16690,vclaim-pol-16690,"['change', 'amount', 'city']"
16691,vclaim-pol-16691,"['koalas', 'bushfires']"
16692,vclaim-pol-16692,['delaware']
16693,vclaim-pol-16693,['justices']
16694,vclaim-pol-16694,['testing']
16695,vclaim-pol-16695,['justice']
16696,vclaim-pol-16696,"['report', 'industry']"
16697,vclaim-pol-16697,['bill']
16698,vclaim-pol-16698,['bush']
16699,vclaim-pol-16699,['photo']
16700,vclaim-pol-16700,['law']
16701,vclaim-pol-16701,['immigrants']
16702,vclaim-pol-16702,"['mother', 'he', 'he', 'i', 'he', 'he']"
16703,vclaim-pol-16703,"['firefighters', 'tweet']"
16704,vclaim-pol-16704,['i']
16705,vclaim-pol-16705,['purge']
16706,vclaim-pol-16706,"['river', 'i']"
16707,vclaim-pol-16707,['image']
16708,vclaim-pol-16708,['virginia']
16709,vclaim-pol-16709,"['pilate', 'pilate', 'democrats']"
16710,vclaim-pol-16710,"['pelosi', 'it', 'trump']"
16711,vclaim-pol-16711,['trump']
16712,vclaim-pol-16712,['buttigieg']
16713,vclaim-pol-16713,"['you', 'you']"
16714,vclaim-pol-16714,"['they', 'they', 'that', 'they', 'they']"
16715,vclaim-pol-16715,['wages']
16716,vclaim-pol-16716,"['i', 'i']"
16717,vclaim-pol-16717,"['times', 'clinton']"
16718,vclaim-pol-16718,"['americans', 'they']"
16719,vclaim-pol-16719,"['photo', 'man']"
16720,vclaim-pol-16720,"['gates', 'you']"
16721,vclaim-pol-16721,"['northam', 'residents', 'what', 'confiscation']"
16722,vclaim-pol-16722,"['democrats', 'call']"
16723,vclaim-pol-16723,['you']
16724,vclaim-pol-16724,['%']
16725,vclaim-pol-16725,"['district', 'he']"
16726,vclaim-pol-16726,['defendants']
16727,vclaim-pol-16727,['drug']
16728,vclaim-pol-16728,['opponent']
16729,vclaim-pol-16729,"['states', 'that']"
16730,vclaim-pol-16730,['he']
16731,vclaim-pol-16731,['you']
16732,vclaim-pol-16732,"['it', 'i', 'office', 'they']"
16733,vclaim-pol-16733,"['york', 'it']"
16734,vclaim-pol-16734,"['gaetz', 'he', 'that', 'they']"
16735,vclaim-pol-16735,['states']
16736,vclaim-pol-16736,[]
16737,vclaim-pol-16737,"['candidates', 'who']"
16738,vclaim-pol-16738,"['folks', 'that', 'they']"
16739,vclaim-pol-16739,"['harris', 'democrats', 'they']"
16740,vclaim-pol-16740,[]
16741,vclaim-pol-16741,"['democrats', 'they']"
16742,vclaim-pol-16742,"['republicans', 'we']"
16743,vclaim-pol-16743,"['process', 'we']"
16744,vclaim-pol-16744,['resolution']
16745,vclaim-pol-16745,"['eastwood', 'who', 'he', 'i']"
16746,vclaim-pol-16746,"['marijuana', 'it']"
16747,vclaim-pol-16747,"['it', 'party', 'who']"
16748,vclaim-pol-16748,"['car', 'you', 'it', 'number', 'this']"
16749,vclaim-pol-16749,"['photo', 'clinton']"
16750,vclaim-pol-16750,['bell']
16751,vclaim-pol-16751,"['tillis', 'it']"
16752,vclaim-pol-16752,['abrams']
16753,vclaim-pol-16753,"['these', 'which']"
16754,vclaim-pol-16754,['trump']
16755,vclaim-pol-16755,['people']
16756,vclaim-pol-16756,['thousands']
16757,vclaim-pol-16757,['foster']
16758,vclaim-pol-16758,"['jefferson', 'government', 'day', 'who']"
16759,vclaim-pol-16759,['obama']
16760,vclaim-pol-16760,"['illinois', 'it', 'it', 'we']"
16761,vclaim-pol-16761,"['democrats', 'candidate', 'they']"
16762,vclaim-pol-16762,['energy']
16763,vclaim-pol-16763,['%']
16764,vclaim-pol-16764,['person']
16765,vclaim-pol-16765,"['plane', 'clinton']"
16766,vclaim-pol-16766,['bush']
16767,vclaim-pol-16767,"['photos', 'trump', 'obama']"
16768,vclaim-pol-16768,['lawmakers']
16769,vclaim-pol-16769,['it']
16770,vclaim-pol-16770,['ad']
16771,vclaim-pol-16771,"['people', 'organization']"
16772,vclaim-pol-16772,['democrats']
16773,vclaim-pol-16773,"['call', 'biden']"
16774,vclaim-pol-16774,"['californians', 'they', 'they']"
16775,vclaim-pol-16775,"['obama', 'people', 'committeemen', 'all']"
16776,vclaim-pol-16776,"['we', 'americans']"
16777,vclaim-pol-16777,['photos']
16778,vclaim-pol-16778,['photo']
16779,vclaim-pol-16779,['taylor']
16780,vclaim-pol-16780,"['you', 'dentists', 'that', 'you', 'tooth']"
16781,vclaim-pol-16781,"['many', 'some']"
16782,vclaim-pol-16782,['harvey']
16783,vclaim-pol-16783,"['trump', 'media']"
16784,vclaim-pol-16784,['photos']
16785,vclaim-pol-16785,"['russians', 'they']"
16786,vclaim-pol-16786,['yovanovitch']
16787,vclaim-pol-16787,['representatives']
16788,vclaim-pol-16788,"['russia', 'russia']"
16789,vclaim-pol-16789,['tie']
16790,vclaim-pol-16790,['democrats']
16791,vclaim-pol-16791,['signs']
16792,vclaim-pol-16792,[]
16793,vclaim-pol-16793,"['yovanovitch', 'she', 'she', 'it', 'she']"
16794,vclaim-pol-16794,['columbia']
16795,vclaim-pol-16795,['missouri']
16796,vclaim-pol-16796,['million']
16797,vclaim-pol-16797,"['curry', 'company', 'him']"
16798,vclaim-pol-16798,"['cooper', 'we']"
16799,vclaim-pol-16799,"['they', 'i', 'i', 'schiff']"
16800,vclaim-pol-16800,"['pelosi', 'they', 'i']"
16801,vclaim-pol-16801,['percent']
16802,vclaim-pol-16802,[]
16803,vclaim-pol-16803,"['board', 'that']"
16804,vclaim-pol-16804,['photo']
16805,vclaim-pol-16805,['photo']
16806,vclaim-pol-16806,"['%', '%', 'women', 'they']"
16807,vclaim-pol-16807,"['pelosi', 'americans']"
16808,vclaim-pol-16808,['campaign']
16809,vclaim-pol-16809,"['i', 'that']"
16810,vclaim-pol-16810,"['study', 'whites', 'who', '%', '%']"
16811,vclaim-pol-16811,"['pelosi', 'it', 'voters']"
16812,vclaim-pol-16812,['waters']
16813,vclaim-pol-16813,"['trump', 'he']"
16814,vclaim-pol-16814,[]
16815,vclaim-pol-16815,['who']
16816,vclaim-pol-16816,"['obama', 'bush']"
16817,vclaim-pol-16817,[]
16818,vclaim-pol-16818,['boards']
16819,vclaim-pol-16819,['president']
16820,vclaim-pol-16820,"['wallace', 'you']"
16821,vclaim-pol-16821,"['photo', 'cnn', 'that', 'democrats', 'china']"
16822,vclaim-pol-16822,"['nike', '%', 'them']"
16823,vclaim-pol-16823,"['image', 'stefanik']"
16824,vclaim-pol-16824,['government']
16825,vclaim-pol-16825,['trump']
16826,vclaim-pol-16826,"['study', 'program', 'he']"
16827,vclaim-pol-16827,"['obama', 'trump']"
16828,vclaim-pol-16828,"['missouri', 'we']"
16829,vclaim-pol-16829,"['i', 'that']"
16830,vclaim-pol-16830,"['mall', 'santa']"
16831,vclaim-pol-16831,"['abc', 'school']"
16832,vclaim-pol-16832,['constitution']
16833,vclaim-pol-16833,"['fact', 'majority']"
16834,vclaim-pol-16834,['we']
16835,vclaim-pol-16835,['people']
16836,vclaim-pol-16836,"['latinas', 'man', 'that', 'us']"
16837,vclaim-pol-16837,['cnn']
16838,vclaim-pol-16838,[]
16839,vclaim-pol-16839,"['walters', 'fonda', 'who']"
16840,vclaim-pol-16840,"['cream', 'people', 'it']"
16841,vclaim-pol-16841,[]
16842,vclaim-pol-16842,['i']
16843,vclaim-pol-16843,"['we', 'general', 'ig']"
16844,vclaim-pol-16844,"['inquiry', 'it']"
16845,vclaim-pol-16845,"['california', 'they', 'state']"
16846,vclaim-pol-16846,['californians']
16847,vclaim-pol-16847,['he']
16848,vclaim-pol-16848,"['wages', 'we']"
16849,vclaim-pol-16849,"['decision', 'those', 'vermont', 'policies', 'businesses', 'that', 'us']"
16850,vclaim-pol-16850,"['trump', 'scientist']"
16851,vclaim-pol-16851,"['we', 'we', 'this', 'which', 'we']"
16852,vclaim-pol-16852,"['conte', 'we', 'we', 'we', 'hope', 'god']"
16853,vclaim-pol-16853,"['johnson', 'americans', 'death']"
16854,vclaim-pol-16854,"['carolina', 'beds']"
16855,vclaim-pol-16855,"['county', 'richmond']"
16856,vclaim-pol-16856,"['mask', 'mask']"
16857,vclaim-pol-16857,['italy']
16858,vclaim-pol-16858,['elizabeth']
16859,vclaim-pol-16859,['governors']
16860,vclaim-pol-16860,['covid-19']
16861,vclaim-pol-16861,"['who', 'administration', 'it']"
16862,vclaim-pol-16862,['they']
16863,vclaim-pol-16863,"['child', 'their', 'they', 'they', 'you']"
16864,vclaim-pol-16864,[]
16865,vclaim-pol-16865,['we']
16866,vclaim-pol-16866,['karofsky']
16867,vclaim-pol-16867,"['lady', 'she', 'hands']"
16868,vclaim-pol-16868,['everyone']
16869,vclaim-pol-16869,"['pictures', 'covid-19']"
16870,vclaim-pol-16870,"['temperatures', 'fever']"
16871,vclaim-pol-16871,"['pelosi', 'daughter', 'that', 'it']"
16872,vclaim-pol-16872,['covid-19']
16873,vclaim-pol-16873,"['u.s.', 'that']"
16874,vclaim-pol-16874,['we']
16875,vclaim-pol-16875,"['was', 'it', 'we']"
16876,vclaim-pol-16876,['sawa']
16877,vclaim-pol-16877,"['nba', 'we']"
16878,vclaim-pol-16878,"['they', 'they']"
16879,vclaim-pol-16879,['atkinson']
16880,vclaim-pol-16880,"['unemployment', 'wages', 'people']"
16881,vclaim-pol-16881,"['government', 'numbers', 'everyone', 'government']"
16882,vclaim-pol-16882,['biden']
16883,vclaim-pol-16883,['nostradamus']
16884,vclaim-pol-16884,['rivers']
16885,vclaim-pol-16885,[]
16886,vclaim-pol-16886,"['celebrities', 'trump']"
16887,vclaim-pol-16887,['party']
16888,vclaim-pol-16888,['pelosi']
16889,vclaim-pol-16889,['goodwill']
16890,vclaim-pol-16890,['photo']
16891,vclaim-pol-16891,"['elizabeth', 'duterte', 'who', 'filipinos']"
16892,vclaim-pol-16892,"['video', 'chinese', 'they', 'it']"
16893,vclaim-pol-16893,"['i', 'democrats', '’s']"
16894,vclaim-pol-16894,"['administration', 'that']"
16895,vclaim-pol-16895,['carolina']
16896,vclaim-pol-16896,"['people', 'workers']"
16897,vclaim-pol-16897,['poem']
16898,vclaim-pol-16898,['we']
16899,vclaim-pol-16899,"['people', 'pastor']"
16900,vclaim-pol-16900,"['you', 'somebody', 'you', 'person', 'who']"
16901,vclaim-pol-16901,['you']
16902,vclaim-pol-16902,['they']
16903,vclaim-pol-16903,['justices']
16904,vclaim-pol-16904,[]
16905,vclaim-pol-16905,['pandemic']
16906,vclaim-pol-16906,"['they', 'money', 'health']"
16907,vclaim-pol-16907,"['trump', 'himself', 'that']"
16908,vclaim-pol-16908,"['cdc', 'trump', 'he', 'time', 'he']"
16909,vclaim-pol-16909,"['news', 'government', 'which', 'government']"
16910,vclaim-pol-16910,['gates']
16911,vclaim-pol-16911,"['workers', 'it', 'virus']"
16912,vclaim-pol-16912,['giuliani']
16913,vclaim-pol-16913,['surfer']
16914,vclaim-pol-16914,"['people', 'which', 'they']"
16915,vclaim-pol-16915,"['limitations', 'stores', 'farmers']"
16916,vclaim-pol-16916,"['vos', 'he']"
16917,vclaim-pol-16917,"['pandemic', 'i']"
16918,vclaim-pol-16918,"['%', 'that']"
16919,vclaim-pol-16919,"['services', 'gates']"
16920,vclaim-pol-16920,"['fauci', 'it']"
16921,vclaim-pol-16921,['it']
16922,vclaim-pol-16922,['ceos']
16923,vclaim-pol-16923,"['boy', 'media']"
16924,vclaim-pol-16924,"['children', 'who']"
16925,vclaim-pol-16925,['video']
16926,vclaim-pol-16926,['photo']
16927,vclaim-pol-16927,"['nations', 'president']"
16928,vclaim-pol-16928,['trump']
16929,vclaim-pol-16929,"['robertson', 'people', 'people', 'they', 'that', 'i', 'corona)virus']"
16930,vclaim-pol-16930,['messages']
16931,vclaim-pol-16931,['everyone']
16932,vclaim-pol-16932,['he']
16933,vclaim-pol-16933,['whitmer']
16934,vclaim-pol-16934,['you']
16935,vclaim-pol-16935,['asian']
16936,vclaim-pol-16936,"['iowa', 'employers']"
16937,vclaim-pol-16937,"['cuomo', 'we', 'that', 'which']"
16938,vclaim-pol-16938,"['president', 'he', 'you', 'he']"
16939,vclaim-pol-16939,['video']
16940,vclaim-pol-16940,"['service', 'it', 'congress', 'corporation', 'service']"
16941,vclaim-pol-16941,"['you', 'that', 'we']"
16942,vclaim-pol-16942,"['michigan', 'order']"
16943,vclaim-pol-16943,"['fauci', 'he']"
16944,vclaim-pol-16944,['images']
16945,vclaim-pol-16945,"['this', 'you', 'people']"
16946,vclaim-pol-16946,"['illinois', 'we', 'that']"
16947,vclaim-pol-16947,"['murray', 'media', 'everyone']"
16948,vclaim-pol-16948,"['photo', 'they']"
16949,vclaim-pol-16949,['senators']
16950,vclaim-pol-16950,"['corona', 'guy']"
16951,vclaim-pol-16951,"['checks', 'you']"
16952,vclaim-pol-16952,['republicans']
16953,vclaim-pol-16953,"['pelosi', 'her']"
16954,vclaim-pol-16954,"['you', 'it', 'government']"
16955,vclaim-pol-16955,['trump']
16956,vclaim-pol-16956,['nationals']
16957,vclaim-pol-16957,"['moment', 'we']"
16958,vclaim-pol-16958,"['citizens', 'zero']"
16959,vclaim-pol-16959,"['biden', 'what']"
16960,vclaim-pol-16960,"['madison', 'who']"
16961,vclaim-pol-16961,['pelosi']
16962,vclaim-pol-16962,['walmart']
16963,vclaim-pol-16963,['cities']
16964,vclaim-pol-16964,"['we', 'who', 'we', 'they']"
16965,vclaim-pol-16965,['we']
16966,vclaim-pol-16966,['obesity']
16967,vclaim-pol-16967,[]
16968,vclaim-pol-16968,"['that', 'they', 'rate']"
16969,vclaim-pol-16969,['pelosi']
16970,vclaim-pol-16970,[]
16971,vclaim-pol-16971,"['pelosi', 'she']"
16972,vclaim-pol-16972,['photo']
16973,vclaim-pol-16973,[]
16974,vclaim-pol-16974,['democrats']
16975,vclaim-pol-16975,"['immunity', 'california']"
16976,vclaim-pol-16976,['election']
16977,vclaim-pol-16977,['poor']
16978,vclaim-pol-16978,['orders']
16979,vclaim-pol-16979,"['wife', 'she', 'doctor', 'she']"
16980,vclaim-pol-16980,"['photo', 'reports']"
16981,vclaim-pol-16981,['wisconsin']
16982,vclaim-pol-16982,['it']
16983,vclaim-pol-16983,"['center', 'pbs']"
16984,vclaim-pol-16984,"['they', 'osha', 'which']"
16985,vclaim-pol-16985,"['virginia', 'it']"
16986,vclaim-pol-16986,['covid-19']
16987,vclaim-pol-16987,['palm']
16988,vclaim-pol-16988,['nigerians']
16989,vclaim-pol-16989,['un']
16990,vclaim-pol-16990,['hundreds']
16991,vclaim-pol-16991,['foundation']
16992,vclaim-pol-16992,['foundation']
16993,vclaim-pol-16993,"[""o'reilly""]"
16994,vclaim-pol-16994,['democrats']
16995,vclaim-pol-16995,"['gowdy', 'i', 'what']"
16996,vclaim-pol-16996,"['carolina', 'that']"
16997,vclaim-pol-16997,['administration']
16998,vclaim-pol-16998,"['comparisons', 'impact', 'we']"
16999,vclaim-pol-16999,"['face', 'u.s.']"
17000,vclaim-pol-17000,"['epa', 'rule']"
17001,vclaim-pol-17001,['numbers']
17002,vclaim-pol-17002,['photo']
17003,vclaim-pol-17003,[]
17004,vclaim-pol-17004,"['trump', 'which']"
17005,vclaim-pol-17005,['whitmer']
17006,vclaim-pol-17006,"['trump', 'hundreds', 'we']"
17007,vclaim-pol-17007,"['founder', 'he', 'plague']"
17008,vclaim-pol-17008,['banner']
17009,vclaim-pol-17009,"['residents', 'francisco', 'that']"
17010,vclaim-pol-17010,['sweden']
17011,vclaim-pol-17011,['construction']
17012,vclaim-pol-17012,"['texas', 'it']"
17013,vclaim-pol-17013,['we']
17014,vclaim-pol-17014,['people']
17015,vclaim-pol-17015,[]
17016,vclaim-pol-17016,['government']
17017,vclaim-pol-17017,['mosquitoes']
17018,vclaim-pol-17018,['cortez']
17019,vclaim-pol-17019,"['sweden', 'which']"
17020,vclaim-pol-17020,[]
17021,vclaim-pol-17021,['he']
17022,vclaim-pol-17022,"['states', 'york', 'we']"
17023,vclaim-pol-17023,"['we', 'that', 'that']"
17024,vclaim-pol-17024,['trump']
17025,vclaim-pol-17025,"['covid-19', 'we']"
17026,vclaim-pol-17026,"['whitmer', 'it']"
17027,vclaim-pol-17027,[]
17028,vclaim-pol-17028,['trials']
17029,vclaim-pol-17029,"['anthony', 'fauci', 'that']"
17030,vclaim-pol-17030,['blasio']
17031,vclaim-pol-17031,"['trump', 'lab']"
17032,vclaim-pol-17032,"['we', 'country']"
17033,vclaim-pol-17033,"['video', 'biden']"
17034,vclaim-pol-17034,['evers']
17035,vclaim-pol-17035,"['pelosi', 'hoax']"
17036,vclaim-pol-17036,"['you', 'what']"
17037,vclaim-pol-17037,['insulin']
17038,vclaim-pol-17038,['plan']
17039,vclaim-pol-17039,"['police', 'mother']"
17040,vclaim-pol-17040,"['target', 'that']"
17041,vclaim-pol-17041,"['house', 'crowd']"
17042,vclaim-pol-17042,['griffin']
17043,vclaim-pol-17043,['cnn']
17044,vclaim-pol-17044,"['photo', 'crowd']"
17045,vclaim-pol-17045,['agents']
17046,vclaim-pol-17046,"['labs', 'certification', 'who', 'that']"
17047,vclaim-pol-17047,['watson']
