,ver_claim_ids,ver_claim_encodings
16680,vclaim-pol-16680,"[ 0.00746889  0.02185237  0.03098115 ...  0.07668647  0.0240797
 -0.00040118]"
16681,vclaim-pol-16681,"[ 0.00746889 -0.04309702  0.01548903 ...  0.03660494  0.03495677
 -0.00835961]"
16682,vclaim-pol-16682,"[ 0.00746889 -0.04436284 -0.02249319 ...  0.01855358  0.01760129
 -0.01385639]"
16683,vclaim-pol-16683,[0.00746889 0.1256261  0.10093299 ... 0.03483408 0.03562656 0.01698445]
16684,vclaim-pol-16684,"[ 0.00746889 -0.05787501  0.03013793 ...  0.03211005  0.05269395
 -0.00200555]"
16685,vclaim-pol-16685,"[ 0.00746889  0.06579772  0.11159196 ...  0.02844181 -0.00266378
  0.00639421]"
16686,vclaim-pol-16686,"[ 0.00746889 -0.06945135  0.06091947 ...  0.07790013  0.012128
 -0.00220013]"
16687,vclaim-pol-16687,"[ 0.00746889 -0.06259073  0.05600689 ...  0.00781978  0.01816151
 -0.00990673]"
16688,vclaim-pol-16688,"[ 0.00746889 -0.06586801  0.08974722 ...  0.04552332  0.01749614
 -0.01385639]"
16689,vclaim-pol-16689,"[ 0.00746889 -0.00945905  0.07577378 ...  0.02010301  0.0279544
  0.03105659]"
16690,vclaim-pol-16690,[0.00746889 0.01878933 0.01562208 ... 0.04118802 0.04292823 0.00157199]
16691,vclaim-pol-16691,"[ 0.00746889 -0.05108197  0.1402473  ... -0.02249631  0.05193882
 -0.0101094 ]"
16692,vclaim-pol-16692,"[ 0.00746889 -0.06941479  0.07037655 ...  0.02202571 -0.01393015
  0.01177583]"
16693,vclaim-pol-16693,"[ 0.00746889 -0.04068445  0.15670913 ...  0.02738523  0.01157346
 -0.01385639]"
16694,vclaim-pol-16694,"[ 0.00746889  0.27981764  0.02108633 ... -0.01287513  0.00663085
 -0.01028892]"
16695,vclaim-pol-16695,"[ 0.00746889  0.07023379  0.03650241 ... -0.00899911  0.00624817
 -0.01385639]"
16696,vclaim-pol-16696,"[ 0.00746889 -0.06586801  0.04277655 ...  0.04480481  0.0515279
  0.00547   ]"
16697,vclaim-pol-16697,"[ 0.00746889  0.14717464  0.03031394 ...  0.0599862   0.00325994
 -0.01385639]"
16698,vclaim-pol-16698,"[ 0.00746889  0.07925937  0.11701502 ... -0.01393149  0.05539558
  0.035542  ]"
16699,vclaim-pol-16699,"[ 0.00746889 -0.06586801  0.095925   ...  0.03536119  0.00052437
 -0.01385639]"
16700,vclaim-pol-16700,"[ 0.00746889 -0.06423439  0.09343501 ...  0.04547627  0.02514398
  0.02440601]"
16701,vclaim-pol-16701,"[ 0.00746889 -0.03668723  0.09065883 ...  0.0194515   0.01558897
 -0.01385639]"
16702,vclaim-pol-16702,"[ 0.00746889  0.10933969  0.04559018 ...  0.09513807  0.01443042
 -0.00810724]"
16703,vclaim-pol-16703,"[ 0.00746889  0.04141868  0.02961354 ...  0.0539137   0.04266718
 -0.01162901]"
16704,vclaim-pol-16704,"[ 0.00746889 -0.02781819  0.13013138 ...  0.0069459   0.00258937
  0.0053198 ]"
16705,vclaim-pol-16705,"[ 0.00746889 -0.05141547  0.02368309 ...  0.07729909 -0.00055091
 -0.0090851 ]"
16706,vclaim-pol-16706,"[ 0.00746889 -0.0174351   0.09579368 ...  0.04674618  0.06392552
 -0.01239964]"
16707,vclaim-pol-16707,"[ 0.00746889 -0.03451942  0.10008332 ...  0.00584649  0.01427302
  0.01831262]"
16708,vclaim-pol-16708,"[ 0.00746889 -0.05294616  0.04312737 ... -0.0223759  -0.04719081
  0.02343144]"
16709,vclaim-pol-16709,"[ 0.00746889  0.04521003  0.07066265 ...  0.0498334   0.00997041
 -0.00024004]"
16710,vclaim-pol-16710,"[ 0.00746889 -0.07158042  0.00266888 ...  0.02088219  0.02235879
 -0.01192287]"
16711,vclaim-pol-16711,"[ 0.00746889  0.0413939   0.01930125 ...  0.04707108  0.07046888
 -0.01044675]"
16712,vclaim-pol-16712,"[ 0.00746889  0.06626871  0.01635518 ...  0.00650226  0.04042174
 -0.0039262 ]"
16713,vclaim-pol-16713,"[ 0.00746889 -0.03935728  0.02000643 ...  0.01277641  0.07144846
 -0.01385639]"
16714,vclaim-pol-16714,"[ 0.00746889 -0.05600736  0.12480838 ...  0.03687145  0.05147204
  0.01784136]"
16715,vclaim-pol-16715,"[ 0.00746889  0.03810084 -0.0136941  ...  0.02628898  0.00724621
  0.01279209]"
16716,vclaim-pol-16716,"[ 0.00746889 -0.00158812  0.20010543 ...  0.05473149  0.0049118
  0.00857187]"
16717,vclaim-pol-16717,"[ 0.00746889  0.07137801  0.08037894 ...  0.03900139  0.01326197
 -0.0007434 ]"
16718,vclaim-pol-16718,[0.00746889 0.03105872 0.02567001 ... 0.05937942 0.02249177 0.01737437]
16719,vclaim-pol-16719,"[ 0.00746889  0.18726505  0.11289979 ...  0.04102843 -0.01537159
  0.00443274]"
16720,vclaim-pol-16720,"[ 0.00746889  0.05316836  0.11931451 ...  0.02897916  0.06131808
 -0.01385639]"
16721,vclaim-pol-16721,"[ 0.00746889  0.01807891  0.07699347 ...  0.02103284  0.00122506
 -0.01385639]"
16722,vclaim-pol-16722,"[ 0.00746889 -0.09522538  0.03537134 ... -0.01124389  0.05168639
 -0.00733811]"
16723,vclaim-pol-16723,"[ 0.00746889 -0.00596023  0.04425544 ...  0.01476843  0.05603152
 -0.00075072]"
16724,vclaim-pol-16724,"[ 0.00746889 -0.06465221  0.04298468 ...  0.04083565  0.03838876
 -0.00300274]"
16725,vclaim-pol-16725,[0.00746889 0.01126583 0.01113515 ... 0.06316316 0.0099045  0.02104181]
16726,vclaim-pol-16726,"[ 0.00746889 -0.06815026  0.12319538 ... -0.00120106  0.05003933
 -0.00815681]"
16727,vclaim-pol-16727,"[ 0.00746889 -0.00901566  0.07274872 ...  0.00830159  0.00602592
  0.00247522]"
16728,vclaim-pol-16728,[0.00746889 0.04722962 0.0249499  ... 0.04523912 0.03291172 0.00434454]
16729,vclaim-pol-16729,"[ 0.00746889 -0.02025123  0.09766582 ...  0.06082349  0.00749084
  0.0279578 ]"
16730,vclaim-pol-16730,"[ 0.00746889  0.00932647  0.06147203 ...  0.05710563 -0.00333135
  0.00721889]"
16731,vclaim-pol-16731,"[ 0.00746889 -0.00596023 -0.00070486 ...  0.0480567   0.06517528
 -0.00202356]"
16732,vclaim-pol-16732,[0.00746889 0.00921906 0.14558163 ... 0.07706185 0.07668081 0.01634781]
16733,vclaim-pol-16733,"[ 0.00746889 -0.04128336  0.07743667 ...  0.03237652  0.00013205
  0.02034906]"
16734,vclaim-pol-16734,"[ 0.00746889  0.18054162  0.10014875 ...  0.06716734  0.06131439
 -0.00134   ]"
16735,vclaim-pol-16735,"[ 0.00746889 -0.06945135  0.06594007 ...  0.034442    0.04492817
  0.01910768]"
16736,vclaim-pol-16736,[0.00746889 0.23843352 0.09650123 ... 0.01953416 0.02410224 0.02908983]
16737,vclaim-pol-16737,"[ 0.00746889 -0.07269197  0.07477459 ...  0.03432627  0.04063094
 -0.00032178]"
16738,vclaim-pol-16738,"[ 0.00746889 -0.02943833  0.04604677 ...  0.01388585  0.02329144
 -0.00686453]"
16739,vclaim-pol-16739,"[ 0.00746889 -0.06531999  0.03665168 ... -0.00915266  0.06353915
 -0.01385639]"
16740,vclaim-pol-16740,[0.00746889 0.07346047 0.07669174 ... 0.02948395 0.07266842 0.01725498]
16741,vclaim-pol-16741,"[ 0.00746889 -0.06586801 -0.00987256 ...  0.00948651 -0.00355697
  0.00167843]"
16742,vclaim-pol-16742,"[ 0.00746889 -0.03539742  0.01370373 ...  0.03951332 -0.00455813
 -0.01385639]"
16743,vclaim-pol-16743,"[ 0.00746889  0.00244758  0.05344609 ...  0.04184697 -0.00207323
 -0.00171253]"
16744,vclaim-pol-16744,"[ 0.00746889 -0.03243316  0.06342954 ...  0.06219056 -0.01548117
 -0.01385639]"
16745,vclaim-pol-16745,"[ 0.00746889 -0.00121162  0.15167487 ...  0.08933676  0.06928215
 -0.01121141]"
16746,vclaim-pol-16746,"[ 0.00746889 -0.05299192  0.12490281 ...  0.05615006  0.07272986
 -0.01126297]"
16747,vclaim-pol-16747,"[ 0.00746889 -0.01351386  0.03087737 ...  0.05634159  0.04807981
  0.00969432]"
16748,vclaim-pol-16748,"[ 0.00746889  0.04019216  0.06377746 ...  0.05225271  0.07107995
 -0.00403807]"
16749,vclaim-pol-16749,"[ 0.00746889 -0.0263454   0.08948322 ...  0.03581329  0.03880832
 -0.00671429]"
16750,vclaim-pol-16750,"[ 0.00746889 -0.02311558  0.06021056 ...  0.00590207  0.0610272
  0.01223955]"
16751,vclaim-pol-16751,"[ 0.00746889 -0.03638155  0.09820437 ...  0.04938452  0.0825835
  0.02602848]"
16752,vclaim-pol-16752,"[ 0.00746889 -0.06586801  0.06675812 ...  0.04482714 -0.01276285
 -0.01385639]"
16753,vclaim-pol-16753,[0.00746889 0.01662539 0.07706521 ... 0.00536017 0.01190943 0.02087721]
16754,vclaim-pol-16754,"[ 0.00746889 -0.05139837  0.08944945 ...  0.04259042 -0.00289362
  0.01865746]"
16755,vclaim-pol-16755,"[ 0.00746889 -0.03494113  0.03240244 ...  0.00883543 -0.02040027
 -0.01385639]"
16756,vclaim-pol-16756,"[ 0.00746889  0.00266682  0.10397459 ...  0.00714982 -0.01110034
 -0.00233436]"
16757,vclaim-pol-16757,[0.00746889 0.10486222 0.08037969 ... 0.06804989 0.01035655 0.00816639]
16758,vclaim-pol-16758,[0.00746889 0.06821438 0.0661417  ... 0.03118134 0.03151591 0.00356435]
16759,vclaim-pol-16759,"[ 0.00746889 -0.00846095  0.00135874 ...  0.06694924  0.02139197
 -0.01385639]"
16760,vclaim-pol-16760,"[ 0.00746889 -0.04161782  0.07916504 ...  0.03097833  0.04931875
  0.0069938 ]"
16761,vclaim-pol-16761,"[ 0.00746889  0.03328384  0.11928976 ...  0.0208857  -0.01055741
  0.01309659]"
16762,vclaim-pol-16762,"[ 0.00746889 -0.03464417  0.08626005 ...  0.02773749  0.00711613
  0.00152334]"
16763,vclaim-pol-16763,"[ 0.00746889 -0.06208879  0.06604844 ...  0.03457778  0.02994174
  0.012512  ]"
16764,vclaim-pol-16764,"[ 0.00746889 -0.01634236 -0.00204845 ...  0.02927699  0.04129848
  0.01418019]"
16765,vclaim-pol-16765,[0.00746889 0.02633615 0.04441121 ... 0.03937782 0.0665525  0.00221916]
16766,vclaim-pol-16766,"[ 0.00746889  0.02723192  0.01597277 ...  0.00621341  0.04782668
 -0.0024324 ]"
16767,vclaim-pol-16767,[0.00746889 0.03562293 0.10999376 ... 0.05232385 0.03764341 0.00622144]
16768,vclaim-pol-16768,"[ 0.00746889 -0.04687209  0.07548179 ...  0.05967121  0.0571237
 -0.01385639]"
16769,vclaim-pol-16769,"[ 0.00746889 -0.03633944  0.00191862 ...  0.01525846  0.00710669
  0.02429495]"
16770,vclaim-pol-16770,"[ 0.00746889 -0.06586801  0.10381597 ...  0.01691801  0.02055759
 -0.00668837]"
16771,vclaim-pol-16771,"[ 0.00746889 -0.03958943  0.12358847 ...  0.04096049  0.01849277
  0.00787085]"
16772,vclaim-pol-16772,[0.00746889 0.10643227 0.04414169 ... 0.03674119 0.00642723 0.01458783]
16773,vclaim-pol-16773,"[ 0.00746889  0.05857898  0.03773902 ...  0.08476379  0.05281472
 -0.01385639]"
16774,vclaim-pol-16774,"[ 0.00746889  0.06120661  0.02570619 ... -0.00799694 -0.02840406
 -0.00785971]"
16775,vclaim-pol-16775,[0.00746889 0.00434541 0.08406132 ... 0.03559031 0.01193418 0.00559104]
16776,vclaim-pol-16776,[0.00746889 0.01597126 0.02388819 ... 0.03098107 0.04297474 0.0084948 ]
16777,vclaim-pol-16777,"[ 0.00746889 -0.10606744  0.05750646 ... -0.03646516  0.00742799
  0.00248369]"
16778,vclaim-pol-16778,"[ 0.00746889 -0.05436929  0.0764095  ... -0.00408463  0.00710669
  0.035951  ]"
16779,vclaim-pol-16779,"[ 0.00746889  0.08900402  0.11429654 ...  0.031153   -0.00617656
 -0.01385639]"
16780,vclaim-pol-16780,"[ 0.00746889 -0.00492143  0.06425076 ...  0.04463546  0.04060944
  0.00284768]"
16781,vclaim-pol-16781,"[ 0.00746889  0.01523065  0.04041283 ...  0.04563017  0.05012907
 -0.01385639]"
16782,vclaim-pol-16782,"[ 0.00746889  0.10562687  0.05077596 ...  0.02792995  0.05175995
 -0.00920556]"
16783,vclaim-pol-16783,"[ 0.00746889  0.05464975  0.1663252  ...  0.06757475 -0.00386802
  0.00345953]"
16784,vclaim-pol-16784,[0.00746889 0.016924   0.05849182 ... 0.00858408 0.00398219 0.00781595]
16785,vclaim-pol-16785,[0.00746889 0.00256011 0.1311938  ... 0.06071457 0.04154605 0.00978823]
16786,vclaim-pol-16786,"[ 0.00746889 -0.08971425  0.0478296  ...  0.00321835  0.00390554
  0.02003338]"
16787,vclaim-pol-16787,"[ 0.00746889  0.02324309  0.01978452 ...  0.02025307  0.04112126
 -0.0024324 ]"
16788,vclaim-pol-16788,[0.00746889 0.01469985 0.17503421 ... 0.043709   0.01633253 0.02858251]
16789,vclaim-pol-16789,"[ 0.00746889 -0.00702671  0.08314396 ...  0.02692375  0.03562404
 -0.00595069]"
16790,vclaim-pol-16790,"[ 0.00746889 -0.06586801  0.08062108 ...  0.0155785   0.04613148
  0.00173674]"
16791,vclaim-pol-16791,"[ 0.00746889  0.03328384  0.00444293 ...  0.06741257  0.00414497
 -0.01385639]"
16792,vclaim-pol-16792,"[ 0.00746889  0.03302831  0.08309299 ...  0.03164861 -0.00819788
  0.01530798]"
16793,vclaim-pol-16793,"[ 0.00746889 -0.01378348  0.04583417 ...  0.09485976  0.04940021
 -0.01385639]"
16794,vclaim-pol-16794,"[ 0.00746889 -0.04363988  0.0813855  ...  0.05054694  0.03768673
 -0.0090346 ]"
16795,vclaim-pol-16795,"[ 0.00746889 -0.07735436  0.10905298 ...  0.04961928 -0.00593302
  0.00478483]"
16796,vclaim-pol-16796,"[ 0.00746889 -0.11762638  0.05291707 ...  0.03353906  0.03752609
  0.0303382 ]"
16797,vclaim-pol-16797,"[ 0.00746889  0.02828115  0.12075496 ...  0.03990059  0.01441227
 -0.01385639]"
16798,vclaim-pol-16798,"[ 0.00746889 -0.00410456 -0.01544997 ...  0.052428   -0.01169083
  0.01761252]"
16799,vclaim-pol-16799,"[ 0.00746889  0.06952414 -0.0330644  ...  0.05960163  0.00557235
  0.02494056]"
16800,vclaim-pol-16800,[0.00746889 0.1060895  0.06829773 ... 0.03567078 0.03508415 0.02824357]
16801,vclaim-pol-16801,"[ 0.00746889 -0.06276678  0.06781156 ...  0.00824318  0.04034818
  0.03477123]"
16802,vclaim-pol-16802,"[ 0.00746889 -0.00366232 -0.0036988  ...  0.00976543  0.01253329
 -0.00101958]"
16803,vclaim-pol-16803,[0.00746889 0.15267193 0.06886527 ... 0.04758204 0.04831794 0.01800563]
16804,vclaim-pol-16804,"[ 0.00746889 -0.04074272  0.11769331 ...  0.03791104  0.03279705
  0.01471864]"
16805,vclaim-pol-16805,"[ 0.00746889  0.1779379   0.069287   ...  0.05544719  0.0070429
 -0.0007434 ]"
16806,vclaim-pol-16806,"[ 0.00746889 -0.06178214  0.08246959 ...  0.01331053  0.04342363
  0.04097642]"
16807,vclaim-pol-16807,"[ 0.00746889 -0.03457915  0.05535293 ... -0.00124257 -0.01806785
 -0.01385639]"
16808,vclaim-pol-16808,"[ 0.00746889  0.04722962  0.0569067  ...  0.05083298  0.01678377
 -0.01385639]"
16809,vclaim-pol-16809,"[ 0.00746889 -0.01726922  0.05628091 ...  0.01658351  0.04957802
  0.02687411]"
16810,vclaim-pol-16810,"[ 0.00746889 -0.05605261  0.0797442  ...  0.0429608   0.05228071
  0.0083896 ]"
16811,vclaim-pol-16811,"[ 0.00746889 -0.06586801  0.01079408 ...  0.00503978  0.02649508
 -0.00330774]"
16812,vclaim-pol-16812,"[ 0.00746889 -0.06586801  0.05870738 ...  0.01063903  0.01887403
  0.01104776]"
16813,vclaim-pol-16813,"[ 0.00746889  0.0413939   0.01930125 ...  0.08092628  0.03308906
 -0.00729962]"
16814,vclaim-pol-16814,"[ 0.00746889 -0.11800831  0.04421618 ... -0.00266974  0.07125999
  0.01580348]"
16815,vclaim-pol-16815,"[ 0.00746889  0.15906192  0.08164376 ...  0.04631528  0.04957802
 -0.00379731]"
16816,vclaim-pol-16816,"[ 0.00746889  0.02272676  0.098272   ...  0.07291329 -0.00353067
 -0.01385639]"
16817,vclaim-pol-16817,"[ 0.00746889  0.0296536   0.07710656 ...  0.04408157  0.01962617
 -0.00257435]"
16818,vclaim-pol-16818,"[ 0.00746889 -0.05778772  0.16325493 ...  0.03778763  0.01330287
 -0.01257735]"
16819,vclaim-pol-16819,"[ 0.00746889 -0.02898639  0.12598751 ...  0.07755919 -0.00552609
 -0.01111177]"
16820,vclaim-pol-16820,[0.00746889 0.09694464 0.10270665 ... 0.02164758 0.02955735 0.0075861 ]
16821,vclaim-pol-16821,"[ 0.00746889 -0.06261772  0.069287   ...  0.04753951  0.06276377
  0.00228159]"
16822,vclaim-pol-16822,"[ 0.00746889 -0.00045806  0.04895679 ...  0.0517731   0.05125534
  0.00129341]"
16823,vclaim-pol-16823,"[ 0.00746889 -0.07501017  0.07712075 ... -0.03323376 -0.00721315
  0.00440173]"
16824,vclaim-pol-16824,"[ 0.00746889  0.03300037  0.1010089  ...  0.02482745  0.00139296
 -0.00086888]"
16825,vclaim-pol-16825,"[ 0.00746889  0.02287903 -0.0056068  ...  0.04292846  0.03773899
  0.03265138]"
16826,vclaim-pol-16826,[0.00746889 0.00202493 0.0798101  ... 0.05900336 0.04576259 0.03041888]
16827,vclaim-pol-16827,"[ 0.00746889  0.02688179  0.02966916 ...  0.05331517  0.04208513
 -0.00729893]"
16828,vclaim-pol-16828,"[ 0.00746889 -0.05702808  0.00709587 ...  0.05396662 -0.00266059
 -0.0017613 ]"
16829,vclaim-pol-16829,"[ 0.00746889 -0.00158812  0.0277511  ...  0.04006032  0.02859589
  0.01042799]"
16830,vclaim-pol-16830,"[ 0.00746889 -0.02914302  0.08909772 ...  0.01543444  0.0663726
 -0.01385639]"
16831,vclaim-pol-16831,"[ 0.00746889 -0.02213049  0.05923533 ...  0.01720522  0.02006501
  0.01595289]"
16832,vclaim-pol-16832,"[ 0.00746889 -0.03563526  0.07212146 ...  0.04724248  0.00682517
 -0.01097956]"
16833,vclaim-pol-16833,"[ 0.00746889  0.0114485   0.08073905 ... -0.00093577 -0.03514936
 -0.00823719]"
16834,vclaim-pol-16834,"[ 0.00746889 -0.04778164 -0.00324385 ...  0.01068458  0.02866342
  0.00098871]"
16835,vclaim-pol-16835,"[ 0.00746889 -0.00556485  0.09029238 ...  0.06266171  0.04940446
 -0.01385639]"
16836,vclaim-pol-16836,[0.00746889 0.1521236  0.04170015 ... 0.03920466 0.05475838 0.00534149]
16837,vclaim-pol-16837,"[ 0.00746889  0.16329317  0.02502861 ...  0.01262145  0.01838061
 -0.01385639]"
16838,vclaim-pol-16838,"[ 0.00746889  0.07712743  0.12883386 ...  0.00402732  0.06220868
 -0.01385639]"
16839,vclaim-pol-16839,"[ 0.00746889  0.23452356  0.04751127 ...  0.06905695  0.08382005
 -0.01385639]"
16840,vclaim-pol-16840,"[ 0.00746889 -0.06586801  0.15797673 ...  0.03113954  0.04686701
 -0.01385639]"
16841,vclaim-pol-16841,"[ 0.00746889 -0.06586801  0.0892663  ...  0.00865514 -0.03421098
  0.00246627]"
16842,vclaim-pol-16842,[0.00746889 0.2900289  0.05281075 ... 0.04968534 0.02022664 0.00585707]
16843,vclaim-pol-16843,"[ 0.00746889 -0.03912252  0.02546965 ...  0.04059207  0.01502501
  0.01677093]"
16844,vclaim-pol-16844,[0.00746889 0.01555043 0.03757299 ... 0.02833069 0.01835464 0.00327541]
16845,vclaim-pol-16845,"[ 0.00746889 -0.06297516  0.1103659  ...  0.02225224  0.05278495
 -0.00457023]"
16846,vclaim-pol-16846,"[ 0.00746889 -0.12572981  0.05547839 ... -0.05026312  0.0488889
 -0.01385639]"
16847,vclaim-pol-16847,"[ 0.00746889  0.0216717  -0.0116555  ...  0.04707796  0.03369837
 -0.00694265]"
16848,vclaim-pol-16848,"[ 0.00746889 -0.03893003  0.08538081 ...  0.0222725   0.02257389
  0.00607148]"
16849,vclaim-pol-16849,"[ 0.00746889 -0.05313976  0.12383831 ...  0.05193339  0.02509784
  0.03336406]"
16850,vclaim-pol-16850,[0.00746889 0.0413939  0.09068383 ... 0.029196   0.07355861 0.00046058]
16851,vclaim-pol-16851,[0.00746889 0.01242011 0.0813724  ... 0.0211894  0.05641951 0.01197288]
16852,vclaim-pol-16852,"[ 0.00746889  0.12548754  0.12186302 ...  0.03747727  0.06937159
 -0.00387789]"
16853,vclaim-pol-16853,"[ 0.00746889  0.06071172  0.01911575 ...  0.02840744 -0.00454705
 -0.01385639]"
16854,vclaim-pol-16854,"[ 0.00746889 -0.06586801  0.05277866 ...  0.02699694  0.07007848
 -0.01753303]"
16855,vclaim-pol-16855,"[ 0.00746889 -0.01827916  0.07787822 ...  0.03029414 -0.0202164
  0.00685365]"
16856,vclaim-pol-16856,"[ 0.00746889  0.03627189 -0.01140795 ...  0.02266217  0.02416029
 -0.01753303]"
16857,vclaim-pol-16857,[0.00746889 0.02951042 0.05062714 ... 0.05938069 0.05097759 0.00918793]
16858,vclaim-pol-16858,"[ 0.00746889 -0.09493599  0.11519232 ... -0.05178941 -0.02189348
 -0.01753303]"
16859,vclaim-pol-16859,"[ 0.00746889 -0.04526179  0.05938058 ...  0.04073831 -0.02093666
  0.00122659]"
16860,vclaim-pol-16860,"[ 0.00746889 -0.06586801  0.04832358 ...  0.02603835  0.02892641
 -0.01753303]"
16861,vclaim-pol-16861,[0.00746889 0.02568341 0.10596599 ... 0.02814313 0.04511884 0.0223407 ]
16862,vclaim-pol-16862,"[ 0.00746889 -0.073809    0.10108119 ...  0.02536801  0.02842549
 -0.00615129]"
16863,vclaim-pol-16863,"[ 0.00746889 -0.04670385 -0.00208915 ...  0.03272739  0.00737799
 -0.00755589]"
16864,vclaim-pol-16864,"[ 0.00746889  0.09690184  0.03026913 ... -0.04428695  0.01796989
 -0.00085702]"
16865,vclaim-pol-16865,"[ 0.00746889 -0.06052921  0.03714878 ...  0.08333877  0.00245919
  0.02230503]"
16866,vclaim-pol-16866,"[ 0.00746889  0.01573986  0.09513212 ...  0.05476292  0.03120059
 -0.01385639]"
16867,vclaim-pol-16867,"[ 0.01632312 -0.03247293  0.13223647 ... -0.00949538  0.03208109
 -0.01667717]"
16868,vclaim-pol-16868,"[ 0.00746889 -0.06586801  0.05005961 ...  0.04931539  0.02429031
 -0.01385639]"
16869,vclaim-pol-16869,"[ 0.00746889 -0.00839533  0.0741425  ...  0.01725479  0.01677203
  0.00140611]"
16870,vclaim-pol-16870,"[ 0.00746889 -0.03956342  0.03539709 ...  0.03946967  0.09094507
  0.00134097]"
16871,vclaim-pol-16871,"[ 0.00746889 -0.06586801  0.09689667 ...  0.01516558  0.03882268
 -0.01286538]"
16872,vclaim-pol-16872,"[ 0.00746889 -0.07571129 -0.02720074 ... -0.01466325  0.03625355
 -0.01076663]"
16873,vclaim-pol-16873,"[ 0.00746889 -0.03587091  0.10126554 ...  0.0144017   0.05834651
 -0.00220013]"
16874,vclaim-pol-16874,"[ 0.00746889 -0.053778    0.08168125 ...  0.04652289  0.01172435
 -0.01360096]"
16875,vclaim-pol-16875,[0.00746889 0.0326685  0.02810175 ... 0.0693334  0.04926537 0.01298769]
16876,vclaim-pol-16876,"[ 0.00746889  0.00108788  0.10342734 ... -0.00509756  0.0434931
 -0.00880118]"
16877,vclaim-pol-16877,"[ 0.00746889  0.02651947  0.02282193 ...  0.06117776  0.04598246
 -0.00460094]"
16878,vclaim-pol-16878,"[ 0.00746889 -0.04675375  0.07444526 ...  0.05272356  0.0106782
 -0.00130451]"
16879,vclaim-pol-16879,[0.00746889 0.07795676 0.09614578 ... 0.01337349 0.0415066  0.0009276 ]
16880,vclaim-pol-16880,"[ 0.00746889 -0.05643686  0.0493041  ...  0.03567327  0.03308068
 -0.006139  ]"
16881,vclaim-pol-16881,"[ 0.00746889 -0.01487744  0.03021464 ...  0.0160975   0.00459197
 -0.00063229]"
16882,vclaim-pol-16882,"[ 0.00746889  0.10208461  0.04453181 ...  0.01828554 -0.01085297
 -0.02074724]"
16883,vclaim-pol-16883,[0.00746889 0.01800804 0.04579068 ... 0.03299738 0.07328962 0.00164832]
16884,vclaim-pol-16884,"[ 0.00746889 -0.10201936  0.04507456 ... -0.04748262  0.01709688
 -0.00947742]"
16885,vclaim-pol-16885,"[ 0.00746889 -0.06586801  0.01645586 ...  0.02459665 -0.01793675
 -0.01385639]"
16886,vclaim-pol-16886,"[ 0.00746889 -0.06483998  0.07838926 ...  0.03085004  0.09416468
 -0.01385639]"
16887,vclaim-pol-16887,"[ 0.00746889 -0.05972378  0.06029534 ... -0.00463857  0.0631676
  0.00156702]"
16888,vclaim-pol-16888,"[ 0.00746889 -0.06953102  0.00234743 ...  0.00625504 -0.02499692
 -0.01753303]"
16889,vclaim-pol-16889,"[ 0.00746889 -0.04380143  0.17936276 ...  0.00925585  0.03454516
  0.00165299]"
16890,vclaim-pol-16890,"[ 7.4688899e-03 -7.3396176e-02  9.1497906e-02 ... -2.7125224e-02
  9.6449539e-02  5.4035036e-06]"
16891,vclaim-pol-16891,"[ 0.00746889 -0.0020792   0.13571383 ...  0.04296296  0.07438034
 -0.01753303]"
16892,vclaim-pol-16892,"[ 0.00746889 -0.05670089  0.07363465 ...  0.00080497  0.04334377
  0.0028086 ]"
16893,vclaim-pol-16893,"[ 0.00746889  0.04473599  0.10113623 ...  0.01371444 -0.01356151
 -0.00018359]"
16894,vclaim-pol-16894,"[ 0.00746889  0.00508919  0.00999921 ...  0.04324997  0.00928652
 -0.00350212]"
16895,vclaim-pol-16895,"[ 0.00746889  0.00615179  0.01341065 ... -0.02539031 -0.00291264
 -0.01385639]"
16896,vclaim-pol-16896,"[ 0.00746889  0.01011808  0.05024931 ...  0.07150578  0.02329114
 -0.0021111 ]"
16897,vclaim-pol-16897,"[ 0.00746889 -0.06586801  0.12192818 ...  0.03650184  0.01956799
 -0.01204477]"
16898,vclaim-pol-16898,[0.00746889 0.00570024 0.00789605 ... 0.06060296 0.03479663 0.0250082 ]
16899,vclaim-pol-16899,"[ 0.00746889 -0.04601674  0.0337729  ...  0.02951309  0.03958466
 -0.01753303]"
16900,vclaim-pol-16900,"[ 0.00746889 -0.03258459  0.09835825 ...  0.01475767  0.08120266
  0.0005521 ]"
16901,vclaim-pol-16901,"[ 0.00746889 -0.01240136  0.11939543 ...  0.00779824  0.01650568
 -0.01753303]"
16902,vclaim-pol-16902,"[ 0.00746889 -0.05746114  0.06955875 ...  0.00978066  0.01358185
 -0.01385639]"
16903,vclaim-pol-16903,"[ 0.00746889  0.02626499  0.09202766 ...  0.01322013  0.02026876
 -0.01753303]"
16904,vclaim-pol-16904,"[ 0.00746889 -0.06586801  0.09160627 ...  0.00521618  0.06759419
 -0.01385639]"
16905,vclaim-pol-16905,"[ 0.00746889  0.0676567   0.0461879  ...  0.06633794  0.08502769
 -0.00737796]"
16906,vclaim-pol-16906,"[ 0.00746889 -0.05463504  0.03292453 ...  0.02944225  0.0289831
  0.02585649]"
16907,vclaim-pol-16907,"[ 0.00746889  0.05373786  0.10200681 ...  0.06297506  0.03302303
 -0.00963608]"
16908,vclaim-pol-16908,[0.00746889 0.00718721 0.03894067 ... 0.08232498 0.03621532 0.00559899]
