,ver_claim_ids,named_entities
14324,vclaim-pol-14324,"[['Republican', 32070, 'Q29468'], ['election platform', 284941, 'Q1501855'], ['lobbyist', 48934, 'Q187117'], ['AIG', 521884, 'Q212235'], ['lobbyist', 48934, 'Q187117'], ['Exxon-Mobil', 18848197, 'Q156238']]"
14325,vclaim-pol-14325,"[['Tallahassee', 57700, 'Q37043']]"
14326,vclaim-pol-14326,"[['organized crime syndicate', 22625, 'Q46952'], ['extorting', 162449, 'Q6452087'], ['Tom Ganley', 28456315, 'Q7815897'], ['family', 56276, 'Q35409'], ['FBI', 11127, 'Q8333']]"
14327,vclaim-pol-14327,"[['advanced countries', 78255, 'Q132453']]"
14328,vclaim-pol-14328,"[['Texas', 29810, 'Q1439'], ['unemployment rate', 31741, 'Q41171'], ['neighboring states', 226734, 'Q465842']]"
14329,vclaim-pol-14329,"[['Hawaii', 13270, 'Q782'], ['Virginia', 32432, 'Q1370'], ['Alaska', 624, 'Q797'], ['Oregon', 26811621, 'Q824']]"
14330,vclaim-pol-14330,[]
14331,vclaim-pol-14331,"[['Rep.', 'not available', 'not available'], ['Paul Hodes', 5075840, 'Q959262'], ['D-N.H.', 'not available', 'not available'], ['pork', 20609697, 'Q191768'], ['$1.9 million', 'not available', 'not available'], ['ants', 2594, 'Q7386'], ['Africa', 5334607, 'Q15'], ['$39 million', 'not available', 'not available']]"
14332,vclaim-pol-14332,"[['Scott Walker', 1339436, 'Q553254'], ['economic development', 148131, 'Q4530482'], ['recession', 25382, 'Q176494']]"
14333,vclaim-pol-14333,"[['Pepper', 'not available', 'not available'], ['sports and entertainment', 52293674, 'Q28229329']]"
14334,vclaim-pol-14334,"[['$30 million', 'not available', 'not available'], ['Portland Beavers', 29487235, 'Q7231881']]"
14335,vclaim-pol-14335,"[['Joe Sestak', 4021200, 'Q984183'], ['Medicare', 58353, 'Q559392'], ['854', 'not available', 'not available'], ['489', 'not available', 'not available']]"
14336,vclaim-pol-14336,"[['solar panel', 3507365, 'Q774583']]"
14337,vclaim-pol-14337,"[['Democratic', 5043544, 'Q29552']]"
14338,vclaim-pol-14338,"[['Daniel Webster', 51613, 'Q106231'], ['divorce', 40147, 'Q93190']]"
14339,vclaim-pol-14339,"[['organized crime syndicate', 22625, 'Q46952'], ['extorting', 162449, 'Q6452087'], ['Tom Ganley', 28456315, 'Q7815897'], ['family', 56276, 'Q35409'], ['FBI', 11127, 'Q8333']]"
14340,vclaim-pol-14340,"[['Daniel Webster', 51613, 'Q106231'], ['wives should submit to their husbands', 4173085, 'Q5156416']]"
14341,vclaim-pol-14341,"[['Wisconsin Legislature', 1360162, 'Q3270274'], ['$5 billion', 'not available', 'not available'], ['2009', 'not available', 'not available']]"
14342,vclaim-pol-14342,"[['U.S. Constitution', 31644, 'Q11698'], ['eminent domain', 144089, 'Q166332']]"
14343,vclaim-pol-14343,"[['ongoing economic downturn', 29032191, 'Q4610355'], ['child abuse', 2955547, 'Q167191']]"
14344,vclaim-pol-14344,"[['. 400', 'not available', 'not available']]"
14345,vclaim-pol-14345,"[['GOP', 32070, 'Q29468'], ['Pledge to America', 28923461, 'Q7204437'], ['20 percent', 'not available', 'not available'], ['. ... Eight million', 'not available', 'not available'], ['college aid', 1170988, 'Q7627832']]"
14346,vclaim-pol-14346,"[['Florida', 18933066, 'Q812'], ['Medicare Advantage', 15404684, 'Q6806632']]"
14347,vclaim-pol-14347,"[['16', 'not available', 'not available'], ['hemorrhaged', 146315, 'Q166019'], ['6,000', 'not available', 'not available']]"
14348,vclaim-pol-14348,"[['Lee Fisher', 709290, 'Q434031'], ['10', 'not available', 'not available'], ['Ohio', 22199, 'Q1397']]"
14349,vclaim-pol-14349,"[['Rand Paul', 11914121, 'Q463557'], ['drug-dealing', 51036, 'Q4551312'], ['burglary', 170717, 'Q329425'], ['prostitution', 15157915, 'Q36633']]"
14350,vclaim-pol-14350,"[['Zack Space', 4058815, 'Q139887'], ['2.5 million', 'not available', 'not available']]"
14351,vclaim-pol-14351,"[['Politician', 55959, 'Q82955'], ['Reid Ribble', 28836643, 'Q2139894'], ['Social Security', 48728, 'Q13479957'], ['Wisconsin', 33127, 'Q1537']]"
14352,vclaim-pol-14352,"[['2000', 'not available', 'not available']]"
14353,vclaim-pol-14353,[]
14354,vclaim-pol-14354,"[['military hospitals', 2359260, 'Q2387974']]"
14355,vclaim-pol-14355,"[['$300 million', 'not available', 'not available'], ['Wisconsin', 33127, 'Q1537']]"
14356,vclaim-pol-14356,"[['campaign donations', 339302, 'Q1352232'], ['Texas Capitol', 503403, 'Q2078042'], ['lobbyists', 6308914, 'Q6663608']]"
14357,vclaim-pol-14357,"[['Kilmartin', 'not available', 'not available'], ['pass laws', 1997870, 'Q1969688'], ['witness protection program', 620424, 'Q799946']]"
14358,vclaim-pol-14358,"[['Austin', 'not available', 'not available'], ['balance the budget', 1897997, 'Q1566674']]"
14359,vclaim-pol-14359,"[['Pinellas County', 74643, 'Q494556'], ['1,200', 'not available', 'not available'], ['12 percent', 'not available', 'not available'], ['unemployment', 31741, 'Q41171'], ['Ms.', 'not available', 'not available'], ['Latvala', 9576551, 'Q351839'], ['2000', 'not available', 'not available']]"
14360,vclaim-pol-14360,[]
14361,vclaim-pol-14361,"[['Sixty percent', 'not available', 'not available'], ['auto thefts', 214348, 'Q548007'], ['St. Petersburg', 24320051, 'Q656']]"
14362,vclaim-pol-14362,"[['10.7 percent', 'not available', 'not available']]"
14363,vclaim-pol-14363,"[['John Boehner', 766900, 'Q11702'], ['economic policies', 210522, 'Q582577']]"
14364,vclaim-pol-14364,"[['Earl Blumenauer', 699496, 'Q748066'], ['GPS tracking devices', 4105326, 'Q253677']]"
14365,vclaim-pol-14365,"[['2 million', 'not available', 'not available'], ['Oregonians', 357621, 'Q1420228'], ['medical services', 261925, 'Q31207'], ['health plan', 8695082, 'Q1519812']]"
14366,vclaim-pol-14366,"[['Gov.', 12861, 'Q2347975'], ['Kitzhaber', 420086, 'Q740345'], ['unemployment', 31741, 'Q41171'], ['65 percent', 'not available', 'not available'], ['state spending', 1203070, 'Q1929688'], ['57 percent', 'not available', 'not available'], ['personal incomes', 8028665, 'Q7170592']]"
14367,vclaim-pol-14367,"[['Ron Wyden', 172827, 'Q529344'], ['$2 million', 'not available', 'not available'], ['ants', 2594, 'Q7386']]"
14368,vclaim-pol-14368,"[['Julie Parrish', 8339084, 'Q4846297'], ['sales tax', 296328, 'Q11055488'], ['school supplies', 201676, 'Q875696']]"
14369,vclaim-pol-14369,"[['fastest growing', 69415, 'Q189833'], ['America', 29833, 'Q828'], ['1,000', 'not available', 'not available'], ['private sector', 251540, 'Q591763']]"
14370,vclaim-pol-14370,"[['Marco Rubio', 5502549, 'Q324546'], ['$1.5 million', 'not available', 'not available'], ['state budget', 377116, 'Q41263']]"
14371,vclaim-pol-14371,"[['Cash for Clunkers', 23626221, 'Q1035245']]"
14372,vclaim-pol-14372,"[['governor Roy Barnes', 839410, 'Q882665'], ['illegal immigrants', 7124412, 'Q856681']]"
14373,vclaim-pol-14373,"[['850,000', 'not available', 'not available']]"
14374,vclaim-pol-14374,"[['pension fund', 43615, 'Q182103']]"
14375,vclaim-pol-14375,"[['$30,000', 'not available', 'not available'], ['national debt', 695460, 'Q12695']]"
14376,vclaim-pol-14376,"[['$600 billion', 'not available', 'not available'], ['national debt', 695460, 'Q12695']]"
14377,vclaim-pol-14377,"[['Iran', 14653, 'Q794']]"
14378,vclaim-pol-14378,"[['Lee Fisher', 709290, 'Q434031'], ['400,000', 'not available', 'not available']]"
14379,vclaim-pol-14379,"[['Washington', 'not available', 'not available'], ['Social Security', 48728, 'Q13479957'], ['Ponzi scheme', 47185, 'Q219407']]"
14380,vclaim-pol-14380,"[['United States', 3434750, 'Q30'], ['tainted food', 531611, 'Q272002'], ['U.S.', 3434750, 'Q30'], ['Iraq and Afghanistan', 5043324, 'Q545449']]"
14381,vclaim-pol-14381,"[['Sakineh Mohammadi Ashtiani', 28010283, 'Q238524'], ['stoning', 19186813, 'Q193777']]"
14382,vclaim-pol-14382,"[['Department of Development', 'not available', 'not available'], ['$900 million', 'not available', 'not available'], ['$650', 'not available', 'not available']]"
14383,vclaim-pol-14383,"[['Bush administration', 183895, 'Q1719918']]"
14384,vclaim-pol-14384,"[['Marco Rubio', 5502549, 'Q324546'], ['unemployment benefits', 378430, 'Q311255']]"
14385,vclaim-pol-14385,"[['Ronald Reagan', 25433, 'Q9960'], ['Dwight Eisenhower', 8182, 'Q9916']]"
14386,vclaim-pol-14386,"[['Wall Street', 37274, 'Q11690']]"
14387,vclaim-pol-14387,"[['Tom Barrett', 1291873, 'Q955542'], ['violent crime', 273381, 'Q491040'], ['Milwaukee', 53117, 'Q37836'], ['20%', 'not available', 'not available'], ['lowest levels', 5734146, 'Q5754470'], ['20', 'not available', 'not available']]"
14388,vclaim-pol-14388,"[['$30,000', 'not available', 'not available'], ['travel expenses', 899058, 'Q831940']]"
14389,vclaim-pol-14389,"[['Florida', 18933066, 'Q812'], ['$300 million', 'not available', 'not available'], ['pre-K', 2220265, 'Q7239239']]"
14390,vclaim-pol-14390,"[['Kasich', 'not available', 'not available'], ['Ohio', 22199, 'Q1397'], ['49,000', 'not available', 'not available'], ['Mexico', 3966054, 'Q96'], ['91,000', 'not available', 'not available'], ['China', 5405, 'Q148']]"
14391,vclaim-pol-14391,"[['Speaker', 'not available', 'not available'], ['Pelosi', 'not available', 'not available'], ['$100,000', 'not available', 'not available'], ['military jets', 54248, 'Q216916']]"
14392,vclaim-pol-14392,"[['Julie Lassa', 15818842, 'Q13562524'], ['pay raise', 7736362, 'Q4604751']]"
14393,vclaim-pol-14393,"[['Roy Barnes', 839410, 'Q882665'], ['Georgia', 48830, 'Q1428'], ['Georgia', 48830, 'Q1428']]"
14394,vclaim-pol-14394,"[['Bill White', 'not available', 'not available'], ['$133,600', 'not available', 'not available'], ['annual salary', 610452, 'Q194489']]"
14395,vclaim-pol-14395,"[['$500 billion', 'not available', 'not available'], ['Medicare', 58353, 'Q559392']]"
14396,vclaim-pol-14396,"[['Loranne Ausley', 5603767, 'Q16150298']]"
14397,vclaim-pol-14397,"[['Ganley', 'not available', 'not available'], ['dickens', 'not available', 'not available'], ['Social Security', 48728, 'Q13479957'], ['Medicare', 58353, 'Q559392']]"
14398,vclaim-pol-14398,"[['U.S. Senate', 24909346, 'Q66096']]"
14399,vclaim-pol-14399,"[['Barnes', 'not available', 'not available'], ['HOPE Scholarship', 1703041, 'Q5635460'], ['Zell Miller', 335066, 'Q187516']]"
14400,vclaim-pol-14400,"[['Austin', 'not available', 'not available'], ['League of Women Voters', 392704, 'Q3369894'], ['Republicans', 32070, 'Q29468']]"
14401,vclaim-pol-14401,"[['Wisconsin', 33127, 'Q1537']]"
14402,vclaim-pol-14402,"[['Hurricane Katrina', 2569378, 'Q16422'], ['Dallas', 53838, 'Q16557'], ['San Antonio', 53848, 'Q975'], ['5,000', 'not available', 'not available'], ['10,000', 'not available', 'not available'], ['Bill', 'not available', 'not available'], ['250,000', 'not available', 'not available'], ['apartment buildings', 265567, 'Q188507'], ['federal government', 195149, 'Q48525'], ['New Orleans', 53842, 'Q34404']]"
14403,vclaim-pol-14403,"[['Rhode Island', 25410, 'Q1387'], ['pregnant women', 1771587, 'Q11995'], ['health insurance', 490201, 'Q334911'], ['cash card', 46628, 'Q81235'], ['$400', 'not available', 'not available'], ['$250', 'not available', 'not available'], ['$275', 'not available', 'not available']]"
14404,vclaim-pol-14404,"[['Ron Johnson', 'not available', 'not available']]"
14405,vclaim-pol-14405,[]
14406,vclaim-pol-14406,"[['natural gas', 22131, 'Q40858']]"
14407,vclaim-pol-14407,"[['CEO', 52234, 'Q484876'], ['HP', 21347024, 'Q80978'], ['Carly Fiorina', 537968, 'Q256380'], ['30,000', 'not available', 'not available']]"
14408,vclaim-pol-14408,"[['Harry Reid', 367785, 'Q314459'], ['special tax', 274736, 'Q461786'], ['illegal aliens', 7124412, 'Q856681']]"
14409,vclaim-pol-14409,"[['Harry Reid', 367785, 'Q314459'], ['Social Security', 48728, 'Q13479957']]"
14410,vclaim-pol-14410,"[['$4.89 billion', 'not available', 'not available'], ['current state', 196010, 'Q1778694'], ['general revenue', 247120, 'Q850210']]"
14411,vclaim-pol-14411,"[['private sector', 251540, 'Q591763']]"
14412,vclaim-pol-14412,"[['Jerry Brown', 175220, 'Q152451']]"
14413,vclaim-pol-14413,"[['Tom Barrett', 1291873, 'Q955542'], ['raising taxes', 5341987, 'Q3445707'], ['Social Security', 48728, 'Q13479957']]"
14414,vclaim-pol-14414,"[['500', 'not available', 'not available'], ['American', 'not available', 'not available']]"
14415,vclaim-pol-14415,"[['Horse racing', 74711, 'Q187916'], ['Georgia', 48830, 'Q1428'], ['$1 billion', 'not available', 'not available'], ['10,000', 'not available', 'not available'], ['20,000', 'not available', 'not available']]"
14416,vclaim-pol-14416,"[['Deepwater', 'not available', 'not available']]"
14417,vclaim-pol-14417,"[['Ed Schultz', 567599, 'Q422303'], ['Alan Grayson', 18618244, 'Q1281084']]"
14418,vclaim-pol-14418,"[['700', 'not available', 'not available'], ['Allen Boyd', 410961, 'Q2600908']]"
14419,vclaim-pol-14419,"[['Fraud', 58790, 'Q28813'], ['Wisconsin', 33127, 'Q1537']]"
14420,vclaim-pol-14420,[]
14421,vclaim-pol-14421,"[['Allen West', 11893373, 'Q2095615'], ['Social Security', 48728, 'Q13479957'], ['Ponzi scheme', 47185, 'Q219407']]"
14422,vclaim-pol-14422,"[['can’t', 61999, 'Q72653'], ['Ohio', 22199, 'Q1397'], ['states in the country', 375986, 'Q131541']]"
14423,vclaim-pol-14423,"[['$18,000', 'not available', 'not available'], ['House Speaker', 46023, 'Q912994'], ['Nancy Pelosi', 147301, 'Q170581'], ['district office', 1092507, 'Q2662430'], ['downtown San Francisco', 1566474, 'Q599301']]"
14424,vclaim-pol-14424,"[['Roy Barnes', 839410, 'Q882665'], ['Barack Obama', 534366, 'Q76']]"
14425,vclaim-pol-14425,"[['22,000', 'not available', 'not available'], ['Internet Protocol', 15323, 'Q8795'], ['Wisconsin', 33127, 'Q1537'], ['child pornography', 25211885, 'Q660567']]"
14426,vclaim-pol-14426,"[['Bill Flores', 26953920, 'Q862103'], ['3,000', 'not available', 'not available']]"
14427,vclaim-pol-14427,"[['10', 'not available', 'not available'], ['Obama', 'not available', 'not available']]"
14428,vclaim-pol-14428,"[['President Obama', 534366, 'Q76'], ['socialist ideology', 26847, 'Q7272']]"
14429,vclaim-pol-14429,[]
14430,vclaim-pol-14430,"[['DeWine', 'not available', 'not available'], ['$1.9 million', 'not available', 'not available'], ['Bernie Madoff', 20650188, 'Q14043'], ['predatory lenders', 924687, 'Q949033']]"
14431,vclaim-pol-14431,"[['Russ Feingold', 270943, 'Q356475']]"
14432,vclaim-pol-14432,"[['Texas', 29810, 'Q1439'], ['U.S. Rep', 19468510, 'Q11701'], ['Pete Sessions', 966515, 'Q437852'], ['GOP', 32070, 'Q29468']]"
14433,vclaim-pol-14433,"[['Clayton County', 96016, 'Q113815'], ['1,300', 'not available', 'not available']]"
14434,vclaim-pol-14434,"[['John Boehner', 766900, 'Q11702'], ['raise taxes', 50845, 'Q179222'], ['110 million', 'not available', 'not available'], ['middle class', 251534, 'Q241588']]"
14435,vclaim-pol-14435,"[['$100,000', 'not available', 'not available']]"
14436,vclaim-pol-14436,"[['John Boehner', 766900, 'Q11702'], ['changed his position', 729001, 'Q5459640'], ['Bush tax cuts', 15393674, 'Q5001455']]"
14437,vclaim-pol-14437,[]
14438,vclaim-pol-14438,"[['John Boehner', 766900, 'Q11702'], ['tax loophole', 2151903, 'Q7689411']]"
14439,vclaim-pol-14439,"[['don’t', 43037173, 'Q17646620'], ['Republicans', 32070, 'Q29468'], ['John McCain', 43715, 'Q10390'], ['cap and trade legislation', 22246660, 'Q1099378']]"
14440,vclaim-pol-14440,"[['$2,500', 'not available', 'not available'], ['pay raise', 7736362, 'Q4604751'], ['Jeff', 'not available', 'not available'], ['Plale', 'not available', 'not available']]"
14441,vclaim-pol-14441,"[['Senator', 'not available', 'not available'], ['Jeff Plale', 15818449, 'Q6176213'], ['300', 'not available', 'not available'], ['Bucyrus International', 6162070, 'Q766417']]"
14442,vclaim-pol-14442,"[['Federal stimulus money', 21158533, 'Q466637'], ['Georgia Tech', 'not available', 'not available'], ['works of art', 2583747, 'Q838948']]"
14443,vclaim-pol-14443,"[['Walker', 'not available', 'not available'], ['lower taxes', 50845, 'Q179222'], ['Milwaukee County', 90952, 'Q502294'], ['$349 million', 'not available', 'not available']]"
14444,vclaim-pol-14444,"[['Jeff Weems', 'not available', 'not available'], ['legal record', 18949668, 'Q7748'], ['BP', 18998720, 'Q152057'], ['Enron', 10166, 'Q327646'], ['oil company', 994887, 'Q862571'], ['working man', 857255, 'Q13440398']]"
14445,vclaim-pol-14445,"[['Scott Walker', 1339436, 'Q553254'], ['taxpayers money', 1203070, 'Q1929688']]"
14446,vclaim-pol-14446,"[['Scott Walker', 1339436, 'Q553254'], ['1998', 'not available', 'not available'], ['$9 billion', 'not available', 'not available'], ['wasteful spending', 38356968, 'Q5589434']]"
14447,vclaim-pol-14447,"[['war in Iraq', 201936, 'Q107802'], ['4,400', 'not available', 'not available'], ['Americans', 'not available', 'not available'], ['30,000', 'not available', 'not available'], ['100,000', 'not available', 'not available'], ['health problems', 8072, 'Q12136'], ['post traumatic stress syndrome', 82974, 'Q202387']]"
14448,vclaim-pol-14448,"[['balanced budgets', 1897997, 'Q1566674'], ['Providence', 'not available', 'not available']]"
14449,vclaim-pol-14449,"[['terrorist attacks', 30636, 'Q7283'], ['U.S.', 3434750, 'Q30'], ['soil', 37738, 'Q36133'], ['Muslims', 'not available', 'not available'], ['Obama', 'not available', 'not available'], ['18', 'not available', 'not available'], ['Bush', 'not available', 'not available'], ['invaded Iraq', 201936, 'Q107802']]"
14450,vclaim-pol-14450,"[['2 billion', 'not available', 'not available'], ['2025', 'not available', 'not available']]"
14451,vclaim-pol-14451,"[['draining the Everglades', 17375601, 'Q5305559']]"
14452,vclaim-pol-14452,"[['BP', 18998720, 'Q152057']]"
14453,vclaim-pol-14453,"[['Sean Duffy', 7979337, 'Q1729888'], ['privatize Social Security', 1587800, 'Q7550839']]"
14454,vclaim-pol-14454,"[['10,000', 'not available', 'not available'], ['sheet metal workers', 9093556, 'Q7492531'], ['retrofitting', 5560489, 'Q24662'], ['energy independence', 9560337, 'Q2700433']]"
14455,vclaim-pol-14455,"[['Jennifer Brunner', 8325437, 'Q6178160'], ['18', 'not available', 'not available'], ['Ken Blackwell', 769596, 'Q6387338'], ['2004', 'not available', 'not available']]"
14456,vclaim-pol-14456,"[['state Rep', 6351910, 'Q1525545'], ['Diana Maldonado', 'not available', 'not available'], ['Round Rock', 151245, 'Q128334'], ['Craigslist', 19375754, 'Q788500']]"
14457,vclaim-pol-14457,"[['Providence', 'not available', 'not available'], ['100', 'not available', 'not available'], ['bad checks', 359692, 'Q987260'], ['Joe Fernandez', 46523664, 'Q19958291']]"
14458,vclaim-pol-14458,"[['crooked cops', 512886, 'Q1248389'], ['pension', 43613, 'Q156223']]"
14459,vclaim-pol-14459,"[['Republicans', 32070, 'Q29468'], ['Mr.', 'not available', 'not available'], ['Boehner', 766900, 'Q11702'], ['earmarks', 17649625, 'Q5326920']]"
14460,vclaim-pol-14460,"[['40', 'not available', 'not available'], ['50 percent', 'not available', 'not available'], ['provide services', 14059900, 'Q6042973']]"
14461,vclaim-pol-14461,"[['Richardson-Denish', 'not available', 'not available'], ['50,000', 'not available', 'not available'], ['illegal immigrants', 7124412, 'Q856681'], ['New Mexico', 21649, 'Q1522']]"
14462,vclaim-pol-14462,"[['Rob Portman', 703464, 'Q926069'], ['Bush', 11955, 'Q23505'], ['China', 5405, 'Q148'], ['Bush', 11955, 'Q23505'], ['Portman', 703464, 'Q926069']]"
14463,vclaim-pol-14463,"[['Mark Neumann', 965110, 'Q1900315'], ['Nancy Pelosi', 147301, 'Q170581']]"
14464,vclaim-pol-14464,"[['State Rep', 2958505, 'Q1494716'], ['Kristi Thibaut', 'not available', 'not available'], ['ACORN', 922877, 'Q288625'], ['lobbyist', 48934, 'Q187117']]"
14465,vclaim-pol-14465,"[['law enforcement agencies', 30871819, 'Q732717'], ['beheaded', 70802, 'Q204933']]"
14466,vclaim-pol-14466,"[['John Boehner', 766900, 'Q11702'], ['police officers', 310240, 'Q384593']]"
14467,vclaim-pol-14467,"[['2015', 49708, 'Q2002'], ['Medicaid', 55794, 'Q1141363']]"
14468,vclaim-pol-14468,"[['Lindsey Graham', 363279, 'Q22212'], ['Charlie Crist', 1224681, 'Q374693'], ['U.S. Senate', 24909346, 'Q66096']]"
14469,vclaim-pol-14469,"[['Boccieri', 'not available', 'not available'], ['billion dollars', 428105, 'Q1062083'], ['50', 'not available', 'not available']]"
14470,vclaim-pol-14470,[]
14471,vclaim-pol-14471,"[['U.S. Congressman', 19468510, 'Q11701'], ['Nathan Deal', 411803, 'Q179732']]"
14472,vclaim-pol-14472,"[[""president's party"", 1857064, 'Q4266'], ['1934 and 2002', 'not available', 'not available'], [""president's party"", 1857064, 'Q4266'], ['House', 'not available', 'not available'], ['Senate', 'not available', 'not available']]"
14473,vclaim-pol-14473,"[['Obama', 'not available', 'not available'], ['1982', 34756, 'Q2436'], ['Reagan', 'not available', 'not available'], ['unemployment', 31741, 'Q41171'], ['unemployment', 31741, 'Q41171'], ['10 percent', 'not available', 'not available']]"
14474,vclaim-pol-14474,"[['55,000', 'not available', 'not available'], ['Ohio', 22199, 'Q1397']]"
14475,vclaim-pol-14475,"[['Madison and Milwaukee', 'not available', 'not available']]"
14476,vclaim-pol-14476,"[['U.S. Constitution', 31644, 'Q11698']]"
14477,vclaim-pol-14477,"[['Georgia', 48830, 'Q1428'], ['U.S. senators', 24909346, 'Q66096'], ['oil dependence', 10669204, 'Q5377164']]"
14478,vclaim-pol-14478,"[['fight in Afghanistan', 19666611, 'Q182865']]"
14479,vclaim-pol-14479,"[['Ohio', 22199, 'Q1397'], ['Reagan administration', 871552, 'Q2824573']]"
14480,vclaim-pol-14480,"[['Jim Dunnam', 5493083, 'Q6194775']]"
14481,vclaim-pol-14481,"[['Ronald Reagan', 25433, 'Q9960'], ['1981', 'not available', 'not available'], ['U.S.', 3434750, 'Q30'], ['exponential growth', 191933, 'Q582659']]"
14482,vclaim-pol-14482,"[['Medicare', 58353, 'Q559392'], ['Medicaid', 55794, 'Q1141363'], ['$803 billion', 'not available', 'not available'], ['15', 'not available', 'not available']]"
14483,vclaim-pol-14483,"[['Secretary of State Condoleezza Rice', 158177, 'Q47216']]"
14484,vclaim-pol-14484,"[['Jennifer Carroll', 20762307, 'Q4942091']]"
14485,vclaim-pol-14485,"[['Jennifer Carroll', 20762307, 'Q4942091'], ['African-American', 2154, 'Q49085'], ['Republican', 32070, 'Q29468'], ['Florida', 18933066, 'Q812']]"
14486,vclaim-pol-14486,"[['Ron Johnson', 'not available', 'not available'], ['Great Lakes', 12010, 'Q7347']]"
14487,vclaim-pol-14487,"[['federal governments', 1222540, 'Q2991162'], ['gallon', 12882, 'Q178413'], ['gas taxes', 360781, 'Q1931829']]"
14488,vclaim-pol-14488,"[['Tom Barrett', 1291873, 'Q955542'], ['8.2 billion', 'not available', 'not available'], ['raw sewage', 20646704, 'Q10966166'], ['Lake Michigan', 17948, 'Q1169']]"
14489,vclaim-pol-14489,"[['Milwaukee', 53117, 'Q37836'], ['Mayor', 'not available', 'not available'], ['Tom Barrett', 1291873, 'Q955542'], ['held the line', 573888, 'Q151290']]"
14490,vclaim-pol-14490,"[['Rick Perry', 545253, 'Q215057'], ['25', 'not available', 'not available']]"
14491,vclaim-pol-14491,"[['Pepper', 'not available', 'not available'], ['Pepper', 'not available', 'not available']]"
14492,vclaim-pol-14492,"[['casino gambling', 5215, 'Q133215'], ['Georgia', 48830, 'Q1428']]"
14493,vclaim-pol-14493,"[['80', 'not available', 'not available'], ['85 percent', 'not available', 'not available'], ['campaign funds', 339302, 'Q1352232'], ['City of Providence', 19356538, 'Q18383']]"
14494,vclaim-pol-14494,"[['Charlie Crist', 1224681, 'Q374693'], ['ObamaCare', 25226624, 'Q1414593']]"
14495,vclaim-pol-14495,"[['Buck', 'not available', 'not available'], ['privatize Social Security', 1587800, 'Q7550839']]"
14496,vclaim-pol-14496,"[['John Boozman', 408553, 'Q1344707'], ['privatizing Social Security', 1587800, 'Q7550839']]"
14497,vclaim-pol-14497,"[['Dan Webster', 13719578, 'Q1163099'], ['privatization of Social Security', 1587800, 'Q7550839'], ['Social Security', 48728, 'Q13479957']]"
14498,vclaim-pol-14498,"[['Alex Sink', 7356789, 'Q2833038'], ['Medicare', 58353, 'Q559392']]"
14499,vclaim-pol-14499,"[['Ohioans', 22199, 'Q1397']]"
14500,vclaim-pol-14500,"[['academic success', 31180332, 'Q2748419']]"
14501,vclaim-pol-14501,"[['Sharron Angle', 6131428, 'Q436700'], ['Department of Education', 70919, 'Q861556']]"
14502,vclaim-pol-14502,"[['Florida', 18933066, 'Q812'], ['crime rate', 177487, 'Q330344'], ['39', 'not available', 'not available']]"
14503,vclaim-pol-14503,"[['Charlie Crist', 1224681, 'Q374693']]"
14504,vclaim-pol-14504,"[['Pat Toomey', 650226, 'Q971308']]"
14505,vclaim-pol-14505,"[['Great Lakes Compact', 22058894, 'Q5599437'], ['loophole', 13621896, 'Q2995606'], ['loophole', 13621896, 'Q2995606'], ['5.7', 'not available', 'not available']]"
14506,vclaim-pol-14506,"[['Congress', 'not available', 'not available'], ['President Obama', 534366, 'Q76'], ['200', 'not available', 'not available'], ['United States', 3434750, 'Q30']]"
14507,vclaim-pol-14507,"[['El Paso', 135823, 'Q16562']]"
14508,vclaim-pol-14508,"[[""McDonald's"", 2480627, 'Q38076'], ['England', 9316, 'Q21'], ['organic milk', 17345999, 'Q380778'], ['free-range eggs', 1423394, 'Q2920887'], ['U.S.', 3434750, 'Q30']]"
14509,vclaim-pol-14509,"[['career politician', 55959, 'Q82955'], ['Daniel Webster', 51613, 'Q106231'], ['House', 'not available', 'not available'], ['$32,000', 'not available', 'not available'], ['spiral staircase', 256015, 'Q12511']]"
14510,vclaim-pol-14510,"[['Florida', 18933066, 'Q812'], ['49th', 'not available', 'not available'], ['mental health care', 6134342, 'Q6817473']]"
14511,vclaim-pol-14511,"[['Forty-five percent', 'not available', 'not available']]"
14512,vclaim-pol-14512,"[['health care', 261925, 'Q31207'], ['landscaper', 374240, 'Q8070591'], ['lawnmower', 343857, 'Q260521'], ['restaurant', 26437, 'Q11707']]"
14513,vclaim-pol-14513,"[['Michael Thurmond', 17100549, 'Q6849047'], ['major legislation', 2281433, 'Q170375'], ['$250 million', 'not available', 'not available'], ['tax relief', 960403, 'Q705450'], ['Georgia', 48830, 'Q1428'], ['senior citizens', 229060, 'Q191089']]"
14514,vclaim-pol-14514,"[['health care', 261925, 'Q31207'], ['United States', 3434750, 'Q30'], ['30', 'not available', 'not available'], ['developed countries', 78255, 'Q132453'], ['2', 'not available', 'not available'], ['1/2', 'not available', 'not available'], ['Switzerland', 26748, 'Q39'], ['175 percent', 'not available', 'not available']]"
14515,vclaim-pol-14515,"[['1', 'not available', 'not available'], ['4 Rhode Islanders', 'not available', 'not available'], ['65', 'not available', 'not available'], ['health insurance', 490201, 'Q334911']]"
14516,vclaim-pol-14516,"[['25 percent', 'not available', 'not available']]"
14517,vclaim-pol-14517,"[['IRS', 23430752, 'Q973587'], ['$11,000', 'not available', 'not available'], ['Allen', 'not available', 'not available'], ['liens', 247409, 'Q13405038'], ['West', 'not available', 'not available'], ['$5,000', 'not available', 'not available'], ['credit card', 17182301, 'Q161380']]"
