,ver_claim_ids,ver_claim_encodings
14371,vclaim-pol-14371,"[ 0.00528819 -0.0555264  -0.0145084  ...  0.00368594 -0.0356134
 -0.02055454]"
14372,vclaim-pol-14372,"[-0.03863412 -0.03126617 -0.0212369  ...  0.045815    0.01991583
  0.02849172]"
14373,vclaim-pol-14373,"[ 2.4285542e-02  1.7162375e-02  5.1112366e-03 ...  4.0425815e-02
  8.6727989e-05 -5.0222944e-03]"
14374,vclaim-pol-14374,"[ 0.00716855  0.01738899 -0.0270613  ...  0.02725198 -0.03324694
 -0.03979463]"
14375,vclaim-pol-14375,"[-0.0154301   0.04834128 -0.0048858  ...  0.03482555 -0.01680529
 -0.00138222]"
14376,vclaim-pol-14376,"[ 0.01151538  0.0540559  -0.05592577 ...  0.04390764  0.0113949
 -0.00714629]"
14377,vclaim-pol-14377,"[ 0.01855015  0.03202188 -0.00993649 ...  0.03000499  0.04026495
 -0.05070159]"
14378,vclaim-pol-14378,"[-0.00328476 -0.0297047  -0.04278339 ...  0.03061379 -0.02197408
 -0.04208965]"
14379,vclaim-pol-14379,"[ 0.01938346 -0.00667627 -0.02105867 ...  0.02660115  0.00820525
 -0.02659748]"
14380,vclaim-pol-14380,"[ 0.00241569  0.01703413 -0.03001147 ...  0.02740513  0.01765195
 -0.00399203]"
14381,vclaim-pol-14381,"[-0.02708443  0.04509263 -0.04578694 ...  0.00628859  0.02132248
 -0.0575853 ]"
14382,vclaim-pol-14382,"[ 0.03646464  0.03840034 -0.03432607 ... -0.0006123  -0.02545741
 -0.05226279]"
14383,vclaim-pol-14383,"[ 0.02804866  0.00495925 -0.03453002 ...  0.0006724   0.01672749
 -0.05994216]"
14384,vclaim-pol-14384,"[ 0.00542242  0.04855828 -0.01551305 ... -0.03265502  0.0203837
 -0.00391627]"
14385,vclaim-pol-14385,"[-0.04439983  0.04700213 -0.05245135 ... -0.00668092 -0.03028862
 -0.04186352]"
14386,vclaim-pol-14386,"[-0.0513625  -0.04224074 -0.03393169 ... -0.0158436  -0.04303797
 -0.01172752]"
14387,vclaim-pol-14387,"[-0.01972057  0.00909659 -0.02914716 ...  0.04301832 -0.00255181
  0.01939899]"
14388,vclaim-pol-14388,"[ 0.02045055 -0.00878901 -0.04189657 ... -0.00620781 -0.03471353
 -0.05133474]"
14389,vclaim-pol-14389,"[ 0.04587692  0.04554719 -0.005871   ...  0.00833245  0.04039225
 -0.0462735 ]"
14390,vclaim-pol-14390,"[ 0.01432137  0.00549822 -0.05971868 ... -0.00602209 -0.03968531
 -0.0236831 ]"
14391,vclaim-pol-14391,"[-0.02330878  0.02471479  0.02104131 ...  0.0640715   0.0171244
 -0.06170727]"
14392,vclaim-pol-14392,"[-0.01906744  0.00690186  0.01791923 ... -0.00703419 -0.02727426
  0.02425274]"
14393,vclaim-pol-14393,"[-0.00390328  0.0443087  -0.02742592 ...  0.0187985  -0.02762902
  0.00120891]"
14394,vclaim-pol-14394,"[-0.05640787  0.05544609 -0.05902042 ... -0.01027217 -0.03762725
 -0.063316  ]"
14395,vclaim-pol-14395,"[ 0.02317558  0.05854516 -0.02569758 ...  0.05367604  0.0436272
  0.01577024]"
14396,vclaim-pol-14396,"[-0.04006884  0.00544945  0.00262127 ...  0.00177521 -0.02563509
 -0.00968108]"
14397,vclaim-pol-14397,"[-0.03722752  0.03222366  0.03461104 ...  0.03784993  0.04452661
 -0.03239284]"
14398,vclaim-pol-14398,"[ 0.04449033  0.05373525 -0.03498322 ... -0.01009806  0.03587096
  0.03766435]"
14399,vclaim-pol-14399,"[ 0.03199813  0.0516378   0.00190644 ... -0.02930755 -0.02114417
 -0.03307686]"
14400,vclaim-pol-14400,"[ 4.3085236e-03  3.8960095e-02 -3.0752301e-02 ...  4.2904927e-03
  3.1626064e-03  5.5058255e-05]"
14401,vclaim-pol-14401,"[-0.02794757 -0.01310739 -0.0120957  ...  0.04790658 -0.00934573
 -0.00485455]"
14402,vclaim-pol-14402,"[-0.0157599   0.00798107 -0.0295399  ...  0.02303743  0.01913903
 -0.01858803]"
14403,vclaim-pol-14403,"[ 0.00136672  0.01004784 -0.0523572  ... -0.01383607 -0.03640605
  0.04009979]"
14404,vclaim-pol-14404,"[-0.01198695  0.00730435 -0.00828042 ... -0.05140943 -0.03362774
 -0.04317595]"
14405,vclaim-pol-14405,"[-0.00097941 -0.00941342 -0.03611725 ...  0.03866338  0.02146297
  0.01719167]"
14406,vclaim-pol-14406,"[-0.024431   -0.04798667  0.04548271 ... -0.01525398 -0.05417521
 -0.03685068]"
14407,vclaim-pol-14407,"[ 0.03466493  0.05065508 -0.01765819 ...  0.02837267  0.04597018
 -0.04126586]"
14408,vclaim-pol-14408,"[ 0.00102876 -0.01060632 -0.02330714 ...  0.02598355 -0.00319697
 -0.01385412]"
14409,vclaim-pol-14409,"[-0.00961953 -0.00982039 -0.02103019 ...  0.02036089 -0.01105745
 -0.01542992]"
14410,vclaim-pol-14410,"[ 0.01381049  0.04440973 -0.04791705 ...  0.05170429  0.02297889
 -0.03066243]"
14411,vclaim-pol-14411,"[ 0.05840348 -0.00383831 -0.04159372 ...  0.02663267 -0.0140095
 -0.04690953]"
14412,vclaim-pol-14412,"[-0.02242967  0.02056686 -0.03539584 ...  0.01930183 -0.0137187
 -0.05505537]"
14413,vclaim-pol-14413,"[-0.04370767 -0.01730633  0.05172845 ... -0.01766714 -0.0079567
 -0.03855752]"
14414,vclaim-pol-14414,"[-0.05003618 -0.0240824  -0.01117753 ...  0.03155695 -0.02202598
 -0.03552059]"
14415,vclaim-pol-14415,"[ 0.0012285   0.04328139  0.0153941  ... -0.0266017   0.01573014
  0.01055669]"
14416,vclaim-pol-14416,"[ 0.01931759 -0.01730494  0.02992542 ...  0.01985371 -0.05071874
  0.01573292]"
14417,vclaim-pol-14417,"[-0.0296429   0.00676129  0.0524209  ... -0.02367037  0.01440057
 -0.04069358]"
14418,vclaim-pol-14418,"[-0.00623003  0.03211918 -0.01592936 ...  0.00923506 -0.03694705
  0.0379421 ]"
14419,vclaim-pol-14419,"[-0.03132213 -0.01466509 -0.01335805 ...  0.04668106 -0.00574832
  0.02204876]"
14420,vclaim-pol-14420,"[ 0.0073045  -0.00856074 -0.00936716 ...  0.02443497 -0.06175606
 -0.00534002]"
14421,vclaim-pol-14421,"[ 0.027337   -0.03093321 -0.01370553 ...  0.00490648 -0.0133331
 -0.01622411]"
14422,vclaim-pol-14422,"[-0.02040153  0.02863574 -0.00779625 ...  0.03661757 -0.04285548
 -0.03359968]"
14423,vclaim-pol-14423,"[-0.03558904  0.01727282 -0.01200554 ...  0.05600075  0.00318834
 -0.02170909]"
14424,vclaim-pol-14424,"[-0.0397117  -0.01239836 -0.00678793 ... -0.00922516 -0.03819969
 -0.05567153]"
14425,vclaim-pol-14425,"[ 0.03649756 -0.01113037 -0.05033006 ...  0.04872235  0.03186984
 -0.02485886]"
14426,vclaim-pol-14426,"[-0.02252266  0.02003949 -0.03316107 ... -0.00741871 -0.01930304
 -0.04749211]"
14427,vclaim-pol-14427,"[ 0.01751257  0.03636008 -0.0314285  ...  0.01165663 -0.01761324
 -0.06151401]"
14428,vclaim-pol-14428,"[ 0.05317289  0.02099475  0.03523089 ... -0.03675956 -0.01375185
 -0.03620988]"
14429,vclaim-pol-14429,"[ 0.01164969  0.02098211 -0.0182685  ...  0.02969907 -0.0313997
  0.02208522]"
14430,vclaim-pol-14430,"[-0.0176959  -0.02300922 -0.04402043 ... -0.01042048 -0.0269568
 -0.04883995]"
14431,vclaim-pol-14431,"[ 0.00148289  0.04610758  0.00211226 ... -0.0165529   0.00502984
 -0.04367088]"
14432,vclaim-pol-14432,"[-0.01673424  0.00753164 -0.04258951 ...  0.02218058 -0.05027229
 -0.03520187]"
14433,vclaim-pol-14433,"[ 0.0173868  -0.01823492 -0.00595275 ...  0.00694602 -0.02613115
  0.02469062]"
14434,vclaim-pol-14434,"[-0.00164046  0.04315495 -0.04354546 ...  0.00584602 -0.0374341
 -0.04305066]"
14435,vclaim-pol-14435,"[-0.01668448  0.04954341  0.00457337 ... -0.01105688 -0.04820313
 -0.0511879 ]"
14436,vclaim-pol-14436,"[ 0.03146615  0.04109093 -0.06145902 ...  0.01625486 -0.04499236
 -0.02632969]"
14437,vclaim-pol-14437,"[-0.06063069  0.0447153   0.00695843 ...  0.01990779  0.05024426
 -0.00238621]"
14438,vclaim-pol-14438,"[ 0.04035588  0.01582082 -0.06701531 ...  0.00295739 -0.04553192
 -0.02425187]"
14439,vclaim-pol-14439,"[ 0.01389147  0.03974991 -0.0372209  ... -0.02284298  0.00239186
  0.00594984]"
14440,vclaim-pol-14440,"[-0.02407573  0.04739513 -0.00641107 ...  0.02587349 -0.04325511
 -0.04745759]"
14441,vclaim-pol-14441,"[-2.0808673e-02 -3.8996715e-02  3.3055192e-05 ...  3.1206710e-03
  5.5914889e-03 -4.0314617e-03]"
14442,vclaim-pol-14442,"[ 0.03667631  0.01249305  0.0156437  ...  0.03908209 -0.01509043
 -0.06808234]"
14443,vclaim-pol-14443,"[-0.01936523 -0.01971378 -0.02550782 ...  0.03752954 -0.00970292
 -0.04518184]"
14444,vclaim-pol-14444,"[-0.04140949  0.00643841  0.03619722 ...  0.02782509 -0.04454393
 -0.06026769]"
14445,vclaim-pol-14445,"[-0.03032567 -0.01096318 -0.02653003 ...  0.02785968  0.00363781
 -0.0200531 ]"
14446,vclaim-pol-14446,"[ 0.00767945  0.01308581 -0.01700229 ...  0.01949515  0.0015971
 -0.03704482]"
14447,vclaim-pol-14447,"[ 0.03035786  0.03332677 -0.01782734 ...  0.00870946 -0.03663088
  0.00506486]"
14448,vclaim-pol-14448,"[-0.00597208  0.03524744 -0.0210679  ...  0.05357026 -0.04513383
  0.00292654]"
14449,vclaim-pol-14449,"[-0.01410337 -0.01809518 -0.03261312 ...  0.01185641 -0.01247889
 -0.03204637]"
14450,vclaim-pol-14450,"[ 0.0459611   0.0215217   0.03544149 ... -0.01848755  0.00226199
  0.00390904]"
14451,vclaim-pol-14451,"[ 0.04197478  0.00540469 -0.00104074 ... -0.0173623   0.00403542
  0.00080609]"
14452,vclaim-pol-14452,"[ 0.01787299 -0.02108143  0.00615741 ... -0.0130916  -0.04294819
 -0.05104097]"
14453,vclaim-pol-14453,"[-0.04385145  0.03480222 -0.02211562 ... -0.0087177  -0.03089946
 -0.01941228]"
14454,vclaim-pol-14454,"[ 0.02899224  0.01557726  0.01442021 ...  0.02488186 -0.00953621
  0.02881124]"
14455,vclaim-pol-14455,"[-0.04641815 -0.00041709 -0.0146503  ... -0.00139481 -0.02287967
 -0.00920353]"
14456,vclaim-pol-14456,"[-0.00703998  0.01373679 -0.03794944 ...  0.01711547 -0.00484472
  0.04947314]"
14457,vclaim-pol-14457,"[-0.02746964  0.04387616 -0.05566189 ...  0.01831451 -0.00964239
 -0.05290933]"
14458,vclaim-pol-14458,"[-0.02803171 -0.00199423  0.02398512 ... -0.0101822   0.03038763
 -0.00805508]"
14459,vclaim-pol-14459,"[ 0.02055817  0.0129183   0.00904661 ... -0.01209964 -0.03566343
 -0.05548757]"
14460,vclaim-pol-14460,"[ 0.00711383  0.01954409 -0.00018224 ...  0.04728049 -0.02291664
  0.00646885]"
14461,vclaim-pol-14461,"[ 0.04177488 -0.0339025  -0.04005245 ...  0.02462693 -0.00184254
 -0.00357699]"
14462,vclaim-pol-14462,"[ 0.00920143 -0.00477359  0.00686894 ... -0.00900368 -0.02264989
 -0.00843183]"
14463,vclaim-pol-14463,"[-0.0152995  -0.00265704 -0.01930244 ... -0.03012313 -0.04250253
 -0.05345199]"
14464,vclaim-pol-14464,"[-0.00852009  0.01155027 -0.03551308 ...  0.00891111  0.0103577
  0.00297473]"
14465,vclaim-pol-14465,"[-0.02687315 -0.04453459  0.01522704 ... -0.00235921  0.00863349
  0.01232176]"
14466,vclaim-pol-14466,"[ 0.05367148  0.03457616 -0.0020172  ...  0.00056507 -0.03566999
 -0.02935696]"
14467,vclaim-pol-14467,[0.01021931 0.02102279 0.00225858 ... 0.05184962 0.02330868 0.03172953]
14468,vclaim-pol-14468,"[ 0.00018847  0.00865153 -0.03430784 ...  0.01363558  0.01414038
  0.02230444]"
14469,vclaim-pol-14469,[0.02897252 0.02904087 0.0300255  ... 0.02468301 0.02060197 0.00627807]
14470,vclaim-pol-14470,"[ 0.02447026  0.01336554 -0.05556261 ...  0.04325032 -0.00100225
  0.00287087]"
14471,vclaim-pol-14471,"[-0.0236682   0.03541141 -0.06230692 ... -0.00465141 -0.04334584
 -0.05937275]"
14472,vclaim-pol-14472,"[ 0.01483544  0.03430413 -0.05471121 ...  0.00757948  0.01751616
 -0.01953457]"
14473,vclaim-pol-14473,"[-0.00501937  0.01151538  0.00469944 ... -0.03069605 -0.04075115
 -0.02985647]"
14474,vclaim-pol-14474,"[-0.00216467 -0.02700307 -0.00414723 ... -0.02570237 -0.03734972
 -0.00888081]"
14475,vclaim-pol-14475,"[ 0.00996759 -0.04046809 -0.01953463 ... -0.01906325  0.03592046
  0.02162404]"
14476,vclaim-pol-14476,"[-0.05311225  0.01461023 -0.04565671 ... -0.01077061  0.02341942
  0.00230146]"
14477,vclaim-pol-14477,"[ 0.01863411  0.03945316 -0.02755425 ...  0.02066544  0.01311412
  0.01604278]"
14478,vclaim-pol-14478,"[-0.00175519  0.03228731  0.02550335 ...  0.02547879 -0.0162897
  0.02223631]"
14479,vclaim-pol-14479,"[ 0.01370111  0.00653364 -0.05760199 ...  0.02320872 -0.02899862
  0.00327106]"
14480,vclaim-pol-14480,"[-0.04055364 -0.01147491 -0.01011983 ...  0.00759184  0.03400683
 -0.03580938]"
14481,vclaim-pol-14481,"[-0.01195655  0.04058306 -0.01088616 ... -0.0356082   0.0257688
 -0.02682971]"
14482,vclaim-pol-14482,"[ 0.02654751  0.03136302 -0.02909582 ...  0.03474196  0.03279942
  0.04106574]"
14483,vclaim-pol-14483,"[ 0.00888606  0.0079514  -0.03326332 ...  0.00910891 -0.02310725
 -0.03484174]"
14484,vclaim-pol-14484,"[-0.05171567 -0.01278883  0.04897728 ... -0.03603985 -0.03164667
 -0.01009799]"
14485,vclaim-pol-14485,"[-0.05975932  0.00954732  0.01341432 ... -0.03387291  0.02636655
 -0.00039883]"
14486,vclaim-pol-14486,"[-0.03865284  0.01653031 -0.0505251  ... -0.01909938 -0.02832687
 -0.04646914]"
14487,vclaim-pol-14487,"[-0.02830199  0.00061084 -0.01066141 ...  0.00866923 -0.0172751
 -0.05649512]"
14488,vclaim-pol-14488,"[ 0.01166781 -0.01512549  0.00341735 ...  0.0170155  -0.00601347
 -0.05078097]"
14489,vclaim-pol-14489,"[-0.04757533 -0.01311123  0.01658341 ... -0.00562976 -0.0422879
 -0.00810881]"
14490,vclaim-pol-14490,"[ 0.01088208  0.03574763 -0.02363063 ... -0.0317768  -0.03145032
 -0.05357649]"
14491,vclaim-pol-14491,"[-0.02112059  0.03450153 -0.02500784 ...  0.05128803 -0.01231426
 -0.05015379]"
14492,vclaim-pol-14492,"[ 0.00136932 -0.01508204 -0.03450992 ...  0.05332696  0.00203247
  0.02703328]"
14493,vclaim-pol-14493,"[-0.02067563 -0.04457698 -0.0368011  ...  0.01975743 -0.0218336
  0.01374695]"
14494,vclaim-pol-14494,"[-0.01099653  0.04803289 -0.04977975 ... -0.00662069 -0.03361348
  0.01553668]"
14495,vclaim-pol-14495,"[ 0.01417719  0.02059042 -0.04764229 ... -0.00584305 -0.0196804
 -0.03115143]"
14496,vclaim-pol-14496,"[-0.01455876  0.03170577 -0.05398593 ... -0.01479652  0.02341629
 -0.03381596]"
14497,vclaim-pol-14497,"[-0.0057325   0.00540401 -0.0234775  ...  0.02956321  0.00263067
 -0.0483849 ]"
14498,vclaim-pol-14498,"[ 0.00284276  0.03960056  0.00734015 ...  0.05543406  0.01887734
 -0.01559858]"
14499,vclaim-pol-14499,"[-0.01769921  0.00181403 -0.04138716 ...  0.0061303  -0.0424208
 -0.03205533]"
14500,vclaim-pol-14500,"[ 0.00501195  0.02458232 -0.03279146 ...  0.00766932 -0.03160046
  0.01581382]"
14501,vclaim-pol-14501,"[ 0.01065843  0.03919122 -0.00529124 ... -0.00427296  0.03727634
  0.00959618]"
14502,vclaim-pol-14502,"[ 0.01102365 -0.01688094 -0.05409389 ...  0.0007059  -0.01272284
  0.01076156]"
14503,vclaim-pol-14503,"[ 0.00649075  0.03772081 -0.01195184 ... -0.00580049 -0.02115567
 -0.02669286]"
14504,vclaim-pol-14504,"[-0.05578218  0.04290099 -0.05354983 ... -0.04760877 -0.02793492
 -0.03727163]"
14505,vclaim-pol-14505,"[ 0.02179505 -0.02271268 -0.06246573 ...  0.02207082 -0.04435315
 -0.05078603]"
14506,vclaim-pol-14506,"[ 0.01838236  0.0413711  -0.01087124 ...  0.04303657 -0.00902035
 -0.02888073]"
14507,vclaim-pol-14507,"[ 0.01915451  0.01498281  0.00557949 ...  0.04529891 -0.01907628
  0.01726914]"
14508,vclaim-pol-14508,"[-0.01736271 -0.02648471 -0.0330737  ... -0.03526622 -0.04735813
 -0.01885796]"
14509,vclaim-pol-14509,"[ 0.01086009  0.02094658 -0.01036967 ...  0.05138619 -0.00548371
 -0.06099502]"
14510,vclaim-pol-14510,"[ 0.0236291   0.01723567 -0.04582253 ...  0.05228484  0.00365453
  0.00149451]"
14511,vclaim-pol-14511,"[-0.00243758  0.01270281 -0.044239   ... -0.00665226 -0.04544855
 -0.01265205]"
14512,vclaim-pol-14512,"[-0.01167936 -0.0267918   0.02204784 ... -0.00031711 -0.04028025
  0.05480794]"
14513,vclaim-pol-14513,"[-0.04488175  0.00833205 -0.04730643 ...  0.01951149  0.02665046
 -0.02201467]"
14514,vclaim-pol-14514,"[ 0.03722275  0.03974378 -0.02876071 ...  0.02592852  0.01038987
  0.00263489]"
14515,vclaim-pol-14515,"[-0.00594632  0.01208376 -0.06074216 ... -0.00422842 -0.02234372
  0.05508502]"
14516,vclaim-pol-14516,"[ 0.04439183  0.04210589 -0.05255844 ...  0.00539376 -0.02726005
 -0.02140777]"
14517,vclaim-pol-14517,"[-0.03360072  0.00094247 -0.00018521 ...  0.04854709 -0.01471803
 -0.06392973]"
14518,vclaim-pol-14518,"[ 0.00368261 -0.00148427  0.00398561 ... -0.03112014  0.02836188
  0.05667993]"
14519,vclaim-pol-14519,"[ 0.02371059  0.04002721 -0.00525152 ...  0.02794093  0.00043502
  0.00105374]"
14520,vclaim-pol-14520,"[-0.03351315  0.0380533  -0.01773031 ...  0.04642446 -0.0209344
  0.0010476 ]"
14521,vclaim-pol-14521,"[-0.02678572 -0.00524032 -0.03171175 ...  0.01771127  0.01514462
 -0.0411018 ]"
14522,vclaim-pol-14522,"[ 0.00490659 -0.00317279 -0.03773148 ... -0.00564879 -0.01959253
 -0.02708133]"
14523,vclaim-pol-14523,"[-0.05448028 -0.03926058  0.04082271 ... -0.03702903  0.03827293
 -0.00820273]"
14524,vclaim-pol-14524,"[-0.02923453 -0.01367587 -0.03744155 ...  0.04013241 -0.04678191
  0.0529874 ]"
14525,vclaim-pol-14525,"[ 0.01708366  0.00514759 -0.05173141 ...  0.00853273 -0.01428716
  0.0391317 ]"
14526,vclaim-pol-14526,"[-0.00941671  0.01665881 -0.00041367 ...  0.02123049 -0.00700541
 -0.03859612]"
14527,vclaim-pol-14527,"[ 0.02289676  0.02720411  0.05823848 ...  0.01578204  0.00782671
 -0.02471632]"
14528,vclaim-pol-14528,"[ 0.03518279  0.00496123  0.01595616 ...  0.03107666  0.06621245
 -0.03867753]"
14529,vclaim-pol-14529,"[ 0.02539427  0.02855553 -0.05573729 ... -0.03374766 -0.02331673
  0.0115032 ]"
14530,vclaim-pol-14530,"[ 0.01510141 -0.01929213  0.01966516 ...  0.0030558  -0.00293364
 -0.06311003]"
14531,vclaim-pol-14531,"[-0.04752736  0.01353239 -0.03136859 ...  0.01444992 -0.03313835
 -0.06215233]"
14532,vclaim-pol-14532,"[ 0.02681777 -0.02144559 -0.00187508 ... -0.03231634 -0.01333349
 -0.04584389]"
14533,vclaim-pol-14533,"[-0.0471029  -0.01111899  0.00224348 ... -0.02645163 -0.01476225
 -0.03031791]"
14534,vclaim-pol-14534,"[-0.05097877  0.00335493  0.04923802 ... -0.01346238 -0.04511296
 -0.0093009 ]"
14535,vclaim-pol-14535,"[-0.02032753 -0.03388358 -0.04436534 ...  0.03462525  0.0552047
 -0.00671861]"
14536,vclaim-pol-14536,"[-0.02615766  0.03121721 -0.05110229 ... -0.03960401 -0.02644482
 -0.03924529]"
14537,vclaim-pol-14537,"[ 0.04725078  0.01974095 -0.0050744  ...  0.03708974  0.01867276
 -0.04035782]"
14538,vclaim-pol-14538,"[ 0.00769462  0.00988978 -0.04324942 ...  0.01203362 -0.02683343
  0.02413404]"
14539,vclaim-pol-14539,"[ 0.00141718  0.02028473  0.01535394 ... -0.00685203 -0.01877134
 -0.04202155]"
14540,vclaim-pol-14540,"[ 0.02968421  0.01490962 -0.05668993 ...  0.0189396  -0.03946685
  0.05605694]"
14541,vclaim-pol-14541,"[-0.0028523  -0.00834374 -0.05688011 ...  0.00984573  0.02141075
  0.03315401]"
14542,vclaim-pol-14542,"[-0.03416735 -0.03604234 -0.03937229 ... -0.00330716  0.00599038
 -0.01173378]"
14543,vclaim-pol-14543,"[ 0.05041614 -0.00096781  0.01166761 ... -0.00565318 -0.03290358
  0.02087505]"
14544,vclaim-pol-14544,"[ 0.03535707  0.00969577 -0.01235576 ...  0.02908612 -0.01101719
 -0.01706383]"
14545,vclaim-pol-14545,"[-0.04971759  0.00417076  0.00790957 ...  0.00411754 -0.03098667
 -0.05258729]"
14546,vclaim-pol-14546,"[ 0.05825711  0.03163663 -0.02090292 ... -0.02640424 -0.02127171
 -0.0371359 ]"
14547,vclaim-pol-14547,"[ 0.00704885  0.02709844 -0.03066551 ...  0.05037851 -0.04835534
 -0.0254711 ]"
14548,vclaim-pol-14548,"[ 0.05364821  0.01708041 -0.04579312 ...  0.03827751  0.0513391
 -0.04241782]"
14549,vclaim-pol-14549,"[-0.03483312  0.0482052   0.00479353 ...  0.00503095  0.01597607
  0.01780945]"
14550,vclaim-pol-14550,"[ 0.04080784  0.00359684 -0.02234645 ...  0.0499654   0.04169308
  0.02871742]"
14551,vclaim-pol-14551,"[-0.04420668  0.03986906 -0.04888715 ...  0.05486713  0.01248449
 -0.03963717]"
14552,vclaim-pol-14552,"[-0.02609913  0.06324078 -0.05726529 ... -0.03708104  0.0177991
 -0.0425089 ]"
14553,vclaim-pol-14553,"[ 0.02348628  0.01468845 -0.05069015 ...  0.02152623 -0.01206586
 -0.03982006]"
14554,vclaim-pol-14554,"[-0.02247182 -0.01633729 -0.00971423 ... -0.0338206   0.01022848
 -0.01020793]"
14555,vclaim-pol-14555,"[-0.05453456  0.02533687  0.02534619 ...  0.04163834 -0.01965117
 -0.05442321]"
14556,vclaim-pol-14556,"[-0.00801273  0.04530102 -0.03741924 ...  0.03462271 -0.02496472
 -0.04391671]"
14557,vclaim-pol-14557,"[-0.01108958 -0.03543739  0.01900789 ...  0.01049063 -0.00890752
 -0.06238529]"
14558,vclaim-pol-14558,"[-0.0417872   0.02746673  0.03219853 ...  0.01084198  0.01479275
 -0.05286301]"
14559,vclaim-pol-14559,"[-0.03708309  0.03166753 -0.00696612 ... -0.03656565  0.02851381
 -0.02086612]"
14560,vclaim-pol-14560,"[-0.04866969 -0.01970911 -0.03903533 ... -0.01069385 -0.03888145
 -0.0468846 ]"
14561,vclaim-pol-14561,"[ 0.04097425  0.03946132 -0.01425765 ... -0.01263063 -0.03526099
 -0.04167852]"
14562,vclaim-pol-14562,"[-0.01658108  0.01374671  0.03872347 ...  0.04147844  0.04466533
 -0.01722224]"
14563,vclaim-pol-14563,"[ 0.02959125  0.02333041 -0.05245525 ... -0.03318054 -0.04027582
 -0.01842404]"
14564,vclaim-pol-14564,"[-0.05603635 -0.01337835 -0.0350361  ...  0.0507783   0.00620229
 -0.04379112]"
14565,vclaim-pol-14565,"[-0.05232493 -0.00333794  0.04458342 ... -0.00045823  0.02687339
  0.00089047]"
14566,vclaim-pol-14566,"[-0.01823642  0.02463547  0.00691329 ...  0.05565902 -0.05025517
 -0.0226279 ]"
14567,vclaim-pol-14567,"[-0.04800304  0.04650407  0.00144082 ... -0.00976667  0.00477892
  0.0041294 ]"
14568,vclaim-pol-14568,"[-0.02292148  0.01367456 -0.04925553 ...  0.03860117  0.02431861
 -0.03495057]"
14569,vclaim-pol-14569,"[-0.00012197  0.02639747 -0.06024895 ...  0.0312064  -0.022709
  0.04169916]"
14570,vclaim-pol-14570,"[-0.00244721 -0.00238879 -0.04435895 ... -0.00013272 -0.05233664
  0.05678945]"
14571,vclaim-pol-14571,"[-0.00112912  0.00589747 -0.02166615 ...  0.04544286  0.01871322
 -0.01788965]"
14572,vclaim-pol-14572,"[-0.04402127 -0.03162158 -0.02517915 ... -0.0194703  -0.02052472
 -0.05964158]"
14573,vclaim-pol-14573,"[-0.05398666 -0.03865528  0.00554228 ... -0.0104762  -0.04627462
 -0.00687575]"
14574,vclaim-pol-14574,"[ 0.0071817   0.02621373 -0.02699308 ...  0.02052803  0.00411252
  0.03696228]"
14575,vclaim-pol-14575,"[ 0.03561672 -0.01211459 -0.039329   ...  0.04549971 -0.02143681
  0.04996051]"
14576,vclaim-pol-14576,"[ 0.00077553  0.01644797 -0.04807041 ...  0.02238698 -0.03231636
 -0.01682421]"
14577,vclaim-pol-14577,"[ 0.0132149   0.04057211 -0.03092996 ...  0.02205217 -0.05405195
 -0.017227  ]"
14578,vclaim-pol-14578,"[ 0.02076674  0.02107411 -0.04887021 ...  0.02879041 -0.01648315
  0.01371875]"
14579,vclaim-pol-14579,"[ 0.00190246  0.05223055 -0.05772959 ...  0.02855169  0.01756525
 -0.02238582]"
14580,vclaim-pol-14580,"[-0.00574022 -0.01005056 -0.04485463 ...  0.0351271  -0.01274175
 -0.02611512]"
14581,vclaim-pol-14581,"[ 0.02699807 -0.02046835 -0.04203669 ...  0.01425488 -0.05436463
 -0.00720139]"
14582,vclaim-pol-14582,"[ 7.9559330e-03  3.7105009e-02 -5.0029792e-02 ... -6.7506669e-05
 -4.1750468e-02 -3.0252270e-02]"
14583,vclaim-pol-14583,"[ 0.01297239  0.02243656 -0.0288782  ... -0.0355719  -0.04063311
 -0.02150153]"
14584,vclaim-pol-14584,"[-0.03310305  0.05749327 -0.03269678 ... -0.00927466 -0.01347884
  0.00206695]"
14585,vclaim-pol-14585,"[-0.01997802  0.00595557  0.00114843 ... -0.00574854 -0.02502483
 -0.03495558]"
14586,vclaim-pol-14586,"[ 0.03505758  0.01457022 -0.0250726  ... -0.01333367 -0.04037903
 -0.01954998]"
14587,vclaim-pol-14587,"[ 0.01187843 -0.0045833   0.00897585 ... -0.00147397  0.0312877
  0.046711  ]"
14588,vclaim-pol-14588,"[ 0.01207536  0.0538312   0.01440318 ... -0.01897376  0.01193045
 -0.0195382 ]"
14589,vclaim-pol-14589,"[ 0.04331531 -0.02555834 -0.02123605 ...  0.0502742  -0.00404051
  0.03047436]"
14590,vclaim-pol-14590,"[-0.02156824 -0.01559714 -0.02636721 ... -0.02779672 -0.03013674
 -0.03145255]"
14591,vclaim-pol-14591,"[-0.02605317 -0.01403625  0.04164703 ... -0.04568628 -0.02800938
 -0.01117127]"
14592,vclaim-pol-14592,"[ 0.00237611 -0.01108974 -0.02600604 ...  0.03951935 -0.01914993
  0.01733483]"
14593,vclaim-pol-14593,"[-0.05487544 -0.03371457  0.02583436 ...  0.01892946 -0.03802029
  0.01243402]"
14594,vclaim-pol-14594,"[-0.04673993 -0.01072143  0.02449577 ... -0.00721394 -0.03312541
  0.01585546]"
