,input_claim_ids,used_words_and_synonyms
520,20170323_Trump_Times_Interview_0067,"[',', 'headline', ',', 'front', 'page', 'new', 'york', 'times', ',', '``', 'wiretapped', 'data', 'used', 'inquiry', 'trump', 'aides', '.', ""''""]"
521,20170323_Trump_Times_Interview_0067,"[',', 'headline', ',', 'front', 'page', 'new', 'york', 'times', ',', '``', 'wiretapped', 'data', 'used', 'inquiry', 'trump', 'aides', '.', ""''""]"
522,20170323_Trump_Times_Interview_0077,"['claim', 'muslims', 'celebrated', '911', 'new', 'jersey', '...']"
523,20170323_Trump_Times_Interview_0022,"['know', ',', 'tweeted', 'whole', 'deal', ',', 'turned', ',', 'hillary', ""'s"", 'email', 'thing', '.']"
524,20170323_Trump_Times_Interview_0023,"['nato', ',', 'obsolete', ',', ""n't"", 'cover', 'terrorism', '.']"
525,20170323_Trump_Times_Interview_0024,"['fixed', ',', 'said', 'allies', 'must', 'pay', '.']"
526,20170323_Trump_Times_Interview_0185,"['germany', 'said', ',', 'going', 'great', 'relationship', 'germany', 'pay', 'nato', 'bills', ',', ""n't"", 'even', 'dispute', ',', 'ok', '.']"
527,20170323_Trump_Times_Interview_0075,"['one', 'ideas', 'throughout', 'campaign', 'president', ',', 'used', 'disputed', 'statements', ',', 'one', 'disputed', ',', 'claim', 'three', 'million', 'undocumented', 'people', 'voted', 'election', '...']"
528,20170323_Trump_Times_Interview_0075,"['one', 'ideas', 'throughout', 'campaign', 'president', ',', 'used', 'disputed', 'statements', ',', 'one', 'disputed', ',', 'claim', 'three', 'million', 'undocumented', 'people', 'voted', 'election', '...']"
529,20170323_Trump_Times_Interview_0149,"['ted', 'cruz', 'article', 'referred', 'newspaper', 'story', ',', 'picture', 'ted', 'cruz', ',', 'father', ',', 'lee', 'harvey', 'oswald', ',', 'breakfast', '.']"
530,20170323_Trump_Times_Interview_0270,"['inherited', 'mess', 'middle', 'east', ',', 'mess', 'north', 'korea', ',', 'inherited', 'mess', 'jobs', ',', 'despite', 'statistics', ',', 'know', ',', 'statistics', 'even', 'better', ',', 'real', 'statistics', 'millions', 'people', 'ca', ""n't"", 'get', 'job', ',', 'ok.', 'inherited', 'mess', 'trade', '.']"
531,20170323_Trump_Times_Interview_0270,"['inherited', 'mess', 'middle', 'east', ',', 'mess', 'north', 'korea', ',', 'inherited', 'mess', 'jobs', ',', 'despite', 'statistics', ',', 'know', ',', 'statistics', 'even', 'better', ',', 'real', 'statistics', 'millions', 'people', 'ca', ""n't"", 'get', 'job', ',', 'ok.', 'inherited', 'mess', 'trade', '.']"
532,20170323_Trump_Times_Interview_0270,"['inherited', 'mess', 'middle', 'east', ',', 'mess', 'north', 'korea', ',', 'inherited', 'mess', 'jobs', ',', 'despite', 'statistics', ',', 'know', ',', 'statistics', 'even', 'better', ',', 'real', 'statistics', 'millions', 'people', 'ca', ""n't"", 'get', 'job', ',', 'ok.', 'inherited', 'mess', 'trade', '.']"
533,20170404_Trump_CEO_TownHall_0103,"[""'re"", 'going', 'give', 'money', 'know', ',', 'large', 'infrastructure', 'bill', 'approved', 'obama', 'administration', 'trillion', 'dollars', 'nobody', 'ever', 'saw', 'anything', 'built', '.']"
534,20170404_Trump_CEO_TownHall_0103,"[""'re"", 'going', 'give', 'money', 'know', ',', 'large', 'infrastructure', 'bill', 'approved', 'obama', 'administration', 'trillion', 'dollars', 'nobody', 'ever', 'saw', 'anything', 'built', '.']"
535,20170404_Trump_CEO_TownHall_0105,"['used', 'money', 'went', ',', 'used', 'social', 'programs', '.']"
536,20170404_Trump_CEO_TownHall_0105,"['used', 'money', 'went', ',', 'used', 'social', 'programs', '.']"
537,20170404_Trump_CEO_TownHall_0304,"[""'ve"", 'lost', 'close', '70,000', 'factories', 'relatively', 'short', 'period', 'time', '70,000', '.']"
538,20170404_Trump_CEO_TownHall_0305,"['would', ""n't"", 'believe', ""'s"", 'possible', ',', 'reed', ',', 'lose', '70,000', 'factories', '70,000', '.']"
539,20170404_Trump_CEO_TownHall_0307,"['lost', 'almost', '70,000', 'factories', '.']"
540,20170404_Trump_CEO_TownHall_0287,"['one', 'statistics', 'ridiculous', '4.6', 'sounds', 'good', ',', 'look', 'job', ',', 'ca', ""n't"", 'find', 'give', 'considered', 'statistically', 'employed', '.']"
541,20170404_Trump_CEO_TownHall_0293,"['make', 'car', 'make', 'air', 'conditioner', ',', 'think', ""'re"", 'going', 'fire', 'workers', 'open', 'new', 'place', 'another', 'country', ',', ""'re"", 'going', 'come', 'strong', 'border', ',', 'already', 'see', ""'s"", 'happened', '61', 'percent', 'terms', 'illegal', 'people', 'coming', '.']"
542,20170424_Trump_AP_interview_0070,"['saved', '$', '725', 'million', '90', 'planes', '.']"
543,20170424_Trump_AP_interview_0535,"[""'ve"", 'done', 'president', 'first', '100', 'days', 'think', 'first', '100', 'days', 'artificial', 'barrier', '.']"
544,20170424_Trump_AP_interview_0412,"['wikileaks', 'came', '...', 'never', 'heard', 'wikileaks', ',', 'never', 'heard', '.']"
545,20170424_Trump_AP_interview_0387,"['create', 'lot', 'jobs', ',', '500,000', 'jobs', 'two', 'months', 'ago', ',', 'plenty', 'created', 'since', '.']"
546,20170424_Trump_AP_interview_0387,"['create', 'lot', 'jobs', ',', '500,000', 'jobs', 'two', 'months', 'ago', ',', 'plenty', 'created', 'since', '.']"
547,20170430_Trumo_CBS_FactTheNation_0511,"['hillary', ""'s"", 'husband', 'makes', 'speeches', 'russia', '.']"
548,20170430_Trumo_CBS_FactTheNation_0007,"['tell', ',', 'man', ""'ve"", 'gotten', 'like', 'respect', ',', 'president', 'china', ',', 'president', 'xi', ',', 'believe', ',', 'putting', 'pressure', 'also', '.']"
549,20170512_Trump_NBC_holt_interview_0184,"[',', 'obama', 'perhaps', 'knew', 'clearance', 'obama', 'administration', '.']"
550,20170601_Trump_Paris_Climate_0059,"['example', ',', 'agreement', ',', 'china', 'able', 'increase', 'emissions', 'staggering', 'number', 'years', ',', '13', '.']"
551,20170713_Trump_Roberston_interiew_0079,"['example', ',', 'saudi', 'arabia', 'put', 'hundreds', 'billions', 'dollars', 'money', 'going', 'buying', 'planes', 'military', 'equipment', 'investing', 'country', '.']"
552,20170713_Trump_Roberston_interiew_0244,"[""n't"", 'forget', ',', 'came', ',', 'one', 'first', 'acts', 'keystone', 'pipeline', '.']"
553,20170713_Trump_Roberston_interiew_0249,"[""'s"", 'thousands', 'thousands', 'jobs', '.']"
554,20170713_Trump_Roberston_interiew_0257,"['cases', 'farm', 'would', 'little', 'puddle', 'someplace', 'puddle', '.']"
555,20170713_Trump_Roberston_interiew_0257,"['cases', 'farm', 'would', 'little', 'puddle', 'someplace', 'puddle', '.']"
556,20170713_Trump_Roberston_interiew_0313,"[""'ve"", 'promising', 'ever', 'since', 'obamacare', ',', 'failed', '.']"
557,20170713_Trump_Roberston_interiew_0313,"[""'ve"", 'promising', 'ever', 'since', 'obamacare', ',', 'failed', '.']"
558,20170713_Trump_Roberston_interiew_0314,"[""'s"", 'failed', 'experiment', '.']"
559,20170713_Trump_Roberston_interiew_0314,"[""'s"", 'failed', 'experiment', '.']"
560,20170724_Trump_Healthcare_0095,"['obamacare', 'broken', 'health', 'care', 'system', '.']"
561,20170803_Trump_WV_0163,"['let', 'look', 'uranium', 'sold', ""'s"", 'hands', 'angry', 'russian', '.']"
562,20170822_Trump_phoenix_0204,"[',', 'mean', 'ever', 'see', 'anything', 'wonder', 'cnn', 'relatively', 'poorly', 'ratings', '.']"
563,20170822_Trump_phoenix_0259,"['thing', 'important', 'believe', 'wages', 'start', 'going', ',', 'lowest', 'unemployment', 'rate', ""'ve"", '17', 'years', ',', ""'re"", 'going', 'see', 'wages', 'go', ',', 'right', '?']"
564,20170822_Trump_phoenix_0017,"['crowds', 'big', ',', 'almost', 'big', 'tonight', ',', 'people', 'said', 'right', 'beginning', ',', 'know', ',', ""'s"", 'something', 'special', 'happening', '.']"
565,20170822_Trump_phoenix_0116,"['time', 'show', 'crowds', ""'s"", 'disrupter', 'anarchist', 'room', '.']"
566,20170822_Trump_phoenix_0509,"['arizona', 'disaster', 'terms', 'price', 'increase', 'insurance', ',', '116', 'percent', 'interest', '.']"
567,20170822_Trump_phoenix_0509,"['arizona', 'disaster', 'terms', 'price', 'increase', 'insurance', ',', '116', 'percent', 'interest', '.']"
568,20170822_Trump_phoenix_0604,"[""'ve"", 'also', 'obtained', 'historic', 'increase', 'defense', 'spending', 'prevent', 'deter', 'conflict', '.']"
569,20170822_Trump_phoenix_0424,"['fact', ',', 'general', 'kelly', ',', 'charge', 'homeland', 'security', ',', 'people', 'coming', '78', 'almost', '80', 'percent', '.']"
570,20170822_Trump_phoenix_0325,"['new', 'york', 'times', 'essentially', 'apologized', 'election', ',', 'coverage', 'bad', ',', 'wrong', ',', 'losing', 'many', 'subscribers', 'practically', 'apologized', '.']"
571,20170919_Trump_UNGA_0149,"['united', 'states', 'one', '193', 'countries', 'united', 'nations', ',', 'yet', 'pay', '22', 'percent', 'entire', 'budget', '.']"
572,20170919_Trump_UNGA_0150,"['fact', ',', 'pay', 'far', 'anybody', 'realizes', '.']"
573,20170919_Trump_UNGA_0042,"['celebrating', '230th', 'anniversary', 'beloved', 'constitution', ',', 'oldest', 'constitution', 'still', 'use', 'world', 'today', '.']"
574,20170919_Trump_UNGA_0103,"['let', 'murderous', 'regime', 'continue', 'destabilizing', 'activities', 'building', 'dangerous', 'missiles', ',', 'abide', 'agreement', 'provides', 'cover', 'eventual', 'construction', 'nuclear', 'program', '.']"
575,20180426_Trump_Fox_Friends_0036,"['say', 'president', ',', ""'m"", 'talking', 'past', 'administration', 'made', 'horrible', 'deal', 'giving', '$', '150', 'billion', ',', 'giving', '$', '1.8', 'billion', 'cash', 'actual', 'cash', 'carried', 'barrels', 'boxes', 'airplanes', '.']"
576,20180426_Trump_Fox_Friends_0038,"['scream', 'death', 'america', ',', 'death', 'america', '.']"
577,20180426_Trump_Fox_Friends_0038,"['scream', 'death', 'america', ',', 'death', 'america', '.']"
578,20180426_Trump_Fox_Friends_0315,"['kanye', 'looks', 'sees', 'black', 'unemployment', 'lowest', ""'s"", 'history', 'country', ',', 'ok', '?']"
579,20180426_Trump_Fox_Friends_0316,"['sees', 'hispanic', 'unemployment', 'lowest', ""'s"", 'history', 'country', '.']"
580,20180426_Trump_Fox_Friends_0317,"['sees', ',', 'way', ',', 'female', 'unemployment', 'women', 'unemployment', 'lowest', ""'s"", 'almost', '19', 'years', '.']"
581,20180426_Trump_Fox_Friends_0544,"[""'ve"", 'able', 'despite', 'fact', 'phony', 'cloud', 'head', ""n't"", 'exist', '.']"
582,20180426_Trump_Fox_Friends_0545,"['democrats', 'used', 'try', 'make', 'excuse', 'loss', 'election', 'loss', 'electoral', 'college', 'never', 'lose', 'electoral', 'college', 'set', 'perfectly', 'democrats', 'absolute', 'total', 'beating', 'electoral', 'college', '.']"
583,20180426_Trump_Fox_Friends_0545,"['democrats', 'used', 'try', 'make', 'excuse', 'loss', 'election', 'loss', 'electoral', 'college', 'never', 'lose', 'electoral', 'college', 'set', 'perfectly', 'democrats', 'absolute', 'total', 'beating', 'electoral', 'college', '.']"
584,20180426_Trump_Fox_Friends_0553,"['people', 'investigation', '13', 'people', 'democrats', '.']"
585,20180426_Trump_Fox_Friends_0554,"['hillary', 'clinton', 'people', '.']"
586,20180504_Trumo_NRA_0381,"['recent', 'months', ',', 'democratic', 'lawmakers', 'voted', 'legislation', 'close', 'deadly', 'immigration', 'loopholes', ',', 'like', 'catchandrelease', '.']"
587,20180504_Trumo_NRA_0408,"[""'re"", 'taking', 'ms13', ',', 'horrible', 'killer', 'gang', 'members', ',', ""'re"", 'getting', ',', 'guys', 'much', 'tougher', '.']"
588,20180504_Trumo_NRA_0132,"[',', 'paul', 'manafort', ""'s"", 'nice', 'guy', ',', 'know', ',', 'worked', 'short', 'period', 'time', 'literally', ',', 'like', ',', '?']"
589,20180504_Trumo_NRA_0133,"['couple', 'months', '?']"
590,20180504_Trumo_NRA_0134,"['little', 'period', 'time', '.']"
591,20180504_Trumo_NRA_0345,"['ca', ""n't"", 'get', 'approved', 'every', 'single', 'one', 'slowwalked', 'democrats', ',', ""'s"", 'never', 'happened', '.']"
592,20180504_Trumo_NRA_0378,"['going', 'truly', 'strongand', ""'re"", 'going', 'take', 'people', 'country', ',', ""'re"", 'going', 'come', 'based', 'merit', ',', 'based', 'picking', 'somebody', 'bin', '.']"
593,20180525_Trump_Naval_0176,"['got', 'big', 'pay', 'increase', ',', 'first', 'time', '10', 'years', '.']"
594,20180612_Trump_Singapore_0436,"['yeah', ',', ""'ve"", 'done', 'exercises', 'long', 'period', 'time', ',', 'working', 'south', 'korea', '.']"
595,20180612_Trump_Singapore_0438,"[""'re"", 'tremendously', 'expensive', '.']"
596,20180612_Trump_Singapore_0438,"[""'re"", 'tremendously', 'expensive', '.']"
597,20180615_Trump_lawn_0219,"['look', ',', '13', 'angry', 'democrats', '.']"
598,20180615_Trump_lawn_0220,"['call', '13', 'angry', 'democrats', ',', 'others', 'worked', 'obama', 'eight', 'years', '.']"
599,20180615_Trump_lawn_0221,"['mean', ',', 'republicans', ',', ""'s"", 'unfair', 'situation', '.']"
600,20180615_Trump_lawn_0163,"[""'s"", 'democrats', 'gave', 'us', '.']"
601,20180615_Trump_lawn_0164,"[""'re"", 'willing', 'change', 'today', 'want', 'get', 'negotiate', ',', ""n't"", 'want', 'negotiate', '.']"
602,20180615_Trump_lawn_0160,"['...', 'time', ',', 'mr.', 'president', ',', 'people', 'say', ',', '``', 'look', ',', 'rip', 'families', 'apart', '.']"
603,20180615_Trump_lawn_0442,"[""'re"", 'getting', 'along', 'great', 'south', 'korea', '.']"
604,20180628_Trump_NorthDakota_0295,"['everybody', 'comes', ',', 'including', 'vile', 'gang', ',', 'ms13', ',', 'nancy', 'pelosi', 'gone', 'wants', 'protect', ',', 'ok', '?']"
605,20180628_Trump_NorthDakota_0346,"[""'ve"", 'already', 'started', '.']"
606,20180628_Trump_NorthDakota_0346,"[""'ve"", 'already', 'started', '.']"
607,20180628_Trump_NorthDakota_0348,"[""'re"", 'getting', 'wall', 'built', '.']"
608,20180628_Trump_NorthDakota_0348,"[""'re"", 'getting', 'wall', 'built', '.']"
609,20180628_Trump_NorthDakota_0568,"[',', 'first', 'time', '22', 'years', ',', 'wages', 'rising', '.']"
610,20180712_Trump_NATO_0008,"['prior', 'last', 'year', ',', 'attended', 'first', 'meeting', ',', 'going', 'amount', 'money', 'spent', 'countries', 'going', 'substantially', '.']"
611,20180712_Trump_NATO_0009,"[',', ""'s"", 'going', 'substantially', '.']"
612,20180712_Trump_NATO_0067,"['united', 'states', 'paying', 'anywhere', '70', '90', 'percent', ',', 'depending', 'way', 'calculate', '.']"
613,20180712_Trump_NATO_0521,"['one', 'state', 'said', 'know', ',', 'interesting', ',', 'one', 'states', ',', 'wisconsin', ""n't"", 'even', 'realize', 'fairly', 'recently', 'one', 'state', 'ronald', 'reagan', ""n't"", 'win', 'ran', 'board', 'second', 'time', '.']"
614,20180712_Trump_NATO_0647,"['favor', 'war', '.']"
615,20180712_Trump_NATO_0648,"['much', 'war', '.']"
616,20180731_Trump_Tampa_0323,"['popular', 'person', 'history', 'republican', 'party', 'trump', '.']"
617,20180731_Trump_Tampa_0381,"['states', ',', 'democrats', 'even', 'trying', 'give', 'illegal', 'immigrants', 'right', 'vote', '.']"
618,20180731_Trump_Tampa_0257,"[""'ve"", 'taken', 'toughestever', 'actions', 'response', 'china', ""'s"", 'abusive', 'trade', 'practices', '.']"
619,20180731_Trump_Tampa_0261,"['many', 'years', 'abuse', ',', '$', '500', 'billion', 'year', '.']"
620,20180731_Trump_Tampa_0377,"['got', '$', '1.6', 'billion', ""'ve"", 'started', 'large', 'portions', 'wall', ',', ""'re"", 'going', 'need', 'even', 'way', 'negotiate', ',', ""'re"", 'going', 'need', ""'re"", 'going', 'get', 'may', 'pretty', 'drastic', 'things', ',', ""'re"", 'going', 'get', '.']"
621,20180731_Trump_Tampa_0373,"['every', 'day', ',', 'brave', 'men', 'women', 'ice', 'liberating', 'communities', 'towns', 'savage', 'gangs', 'like', 'ms13', 'occupying', 'country', 'like', 'another', 'nation', 'would', '.']"
622,20180731_Trump_Tampa_0373,"['every', 'day', ',', 'brave', 'men', 'women', 'ice', 'liberating', 'communities', 'towns', 'savage', 'gangs', 'like', 'ms13', 'occupying', 'country', 'like', 'another', 'nation', 'would', '.']"
623,20180731_Trump_Tampa_0446,"['passed', 'biggest', 'tax', 'cuts', 'reform', 'american', 'history', ',', 'biggest', 'cuts', 'history', '.']"
624,20180821_Trump_Charleston_0036,"['united', 'states', 'steel', 'announced', 'massive', 'infusion', 'cash', '.']"
625,20180821_Trump_Charleston_0037,"[""'re"", 'opening', 'seven', 'different', 'plants', '.']"
626,20180821_Trump_Charleston_0651,"['canada', 'charges', 'us', 'close', '300', '%', 'tariffs', 'dairy', 'products', 'going', 'canada', ',', 'essentially', 'saying', ""n't"", 'want', 'dairy', 'products', 'wall', '.']"
627,20180821_Trump_Charleston_0666,"['make', 'car', ',', 'sell', 'china', ',', ""'s"", '25', '%', 'tariff', '.']"
628,20180821_Trump_Charleston_0570,"['united', 'states', 'paying', 'close', '90', '%', 'cost', 'protecting', 'europe', ',', 'think', ""'s"", 'wonderful', '.']"
629,20180821_Trump_Charleston_0314,"['way', ',', 'wall', 'right', ',', 'wall', 'coming', 'along', '.']"
630,20180821_Trump_Charleston_0320,"[""'s"", 'going', ""'re"", 'getting', 'built', '.']"
631,20180821_Trump_Charleston_0340,"['almost', '400', 'people', ""n't"", 'approved', 'slowwalking', '.']"
632,20181015_60_min_0001,"['still', 'think', 'climate', 'change', 'hoax', '?']"
633,20181015_60_min_0001,"['still', 'think', 'climate', 'change', 'hoax', '?']"
634,20181015_60_min_0004,"[""n't"", 'think', ""'s"", 'hoax', ',', 'think', ""'s"", 'probably', 'difference', '.']"
635,20181015_60_min_0004,"[""n't"", 'think', ""'s"", 'hoax', ',', 'think', ""'s"", 'probably', 'difference', '.']"
636,20181015_60_min_0005,"[""n't"", 'know', ""'s"", 'manmade', '.']"
637,20181015_60_min_0209,"['told', 'president', 'xi', 'continue', 'china', 'take', '$', '500', 'billion', 'year', 'united', 'states', 'form', 'trade', 'others', 'things', '.']"
638,20181015_60_min_0209,"['told', 'president', 'xi', 'continue', 'china', 'take', '$', '500', 'billion', 'year', 'united', 'states', 'form', 'trade', 'others', 'things', '.']"
639,20181015_60_min_0209,"['told', 'president', 'xi', 'continue', 'china', 'take', '$', '500', 'billion', 'year', 'united', 'states', 'form', 'trade', 'others', 'things', '.']"
640,20181015_60_min_0264,"[""n't"", 'paying', 'almost', 'entire', 'cost', 'nato', 'protect', 'europe', '.']"
641,20181015_60_min_0300,"[""'m"", 'one', 'gave', 'ukraine', 'offensive', 'weapons', 'tank', 'killers', '.']"
642,20181015_60_min_0373,"['would', ""n't"", 'able', 'help', '.']"
643,20181015_60_min_0397,"['forced', 'separation', 'children', 'migrant', 'children']"
644,20181015_60_min_0397,"['forced', 'separation', 'children', 'migrant', 'children']"
645,20181015_60_min_0401,"['obama', 'law', '.']"
646,20181015_60_min_0401,"['obama', 'law', '.']"
647,20181015_60_min_0402,"['know', ',', 'obama', 'thing', '.']"
648,20181015_60_min_0402,"['know', ',', 'obama', 'thing', '.']"
649,20181015_60_min_0405,"['launched', 'zero', 'tolerance', 'policy', 'deter', 'families', 'children', 'coming']"
650,20181015_60_min_0405,"['launched', 'zero', 'tolerance', 'policy', 'deter', 'families', 'children', 'coming']"
651,20181015_60_min_0086,"['administration', 'history', 'country', ',', 'say', 'openly', 'proudly', ',', 'first', 'two', 'years']"
652,20181102_Trump_Huntington_0160,"['democrats', 'want', 'invite', 'caravan', 'caravan', ""n't"", 'know', 'know', 'see', 'big', 'caravan', 'coming', '?']"
653,20181102_Trump_Huntington_0169,"['caravan', 'caravan', 'forming', 'unvetted', ',', 'illegal', 'aliens', 'trying', 'flood', 'country', 'dollar', ',', 'whelming', 'schools', ',', 'depleting', 'resources', ',', 'endangering', 'community', '.']"
654,20181102_Trump_Huntington_0494,"['nearly', '100', 'percent', 'heroin', 'united', 'states', 'enters', 'though', 'southern', 'border', ',', 'along', 'roughly', '90', 'percent', 'cocaine', ',', 'majority', 'meth', 'substantial', 'portion', 'ultra', 'lethal', 'fentanyl', 'killing', 'youth', 'drug', ',', 'fentanyl', 'worst', '.']"
655,20181102_Trump_Huntington_0148,"['want', 'take', 'away', 'good', 'health', 'care', ',', 'essentially', 'use', 'socialism', 'turn', 'america', 'venezuela', 'democrats', 'want', 'totally', 'open', 'borders', '.']"
656,20181102_Trump_Huntington_0148,"['want', 'take', 'away', 'good', 'health', 'care', ',', 'essentially', 'use', 'socialism', 'turn', 'america', 'venezuela', 'democrats', 'want', 'totally', 'open', 'borders', '.']"
657,20181102_Trump_Huntington_0156,"['thank', ',', 'started', 'wall', 'built', '1.6', 'billion', 'another', '1.6', 'billion', 'get', 'another', '1.6', 'billion', '.']"
658,20181102_Trump_Huntington_0157,"['want', 'build', 'one', 'time', ',', 'wait', 'till', 'wait', 'till', 'see', 'go', 'home', 'see', 'tonight', 'great', 'military', 'border', '.']"
659,20181102_Trump_Huntington_0665,"['gave', 'largest', 'pay', 'raise', ""'ve"", 'decade', '.']"
660,20181112_trump_pelosi_0292,"['border', 'security', 'way', 'effectively', 'honor', 'responsibilities', '.']"
661,20181112_trump_pelosi_0292,"['border', 'security', 'way', 'effectively', 'honor', 'responsibilities', '.']"
662,20181112_trump_pelosi_0293,"['experts', 'say', 'border', 'security', 'without', 'wall', ',', 'wasteful', ""n't"", 'solve', 'problem', '.']"
663,20181112_trump_pelosi_0293,"['experts', 'say', 'border', 'security', 'without', 'wall', ',', 'wasteful', ""n't"", 'solve', 'problem', '.']"
664,20181112_trump_pelosi_0183,"['caught', '10', 'terrorists', 'last', 'short', 'period', 'time', '.']"
665,20181112_trump_pelosi_0358,"['people', 'tremendous', 'medical', 'difficulty', 'medical', 'problems', 'pouring', ',', 'many', 'many', 'cases', ',', ""'s"", 'contagious', '.']"
666,20190304_Trump_CPAC_1553,"['visa', 'lottery', ""'s"", 'put', 'names', 'put', 'lottery', ',', 'pick', ',', '``', 'oh', ',', ""'s"", 'wonderful', 'person', '.']"
667,20190304_Trump_CPAC_1561,"['send', 'us', 'people', ""n't"", 'want', '.']"
668,20190304_Trump_CPAC_1797,"['va', 'choice', ',', 'thought', 'many', ',', 'many', 'decades', ""'d"", 'trying', 'get', 'va', 'choice', '.']"
669,20190304_Trump_CPAC_1806,"['got', 'approved', '44', 'years', 'unable', 'get', 'approved', 'veterans', '.']"
670,20190304_Trump_CPAC_1578,"[""n't"", 'want', 'child', ',', 'outside', 'womb', 'long', 'outside', 'womb', 'execute', 'baby', 'birth', '.']"
671,20190304_Trump_CPAC_1578,"[""n't"", 'want', 'child', ',', 'outside', 'womb', 'long', 'outside', 'womb', 'execute', 'baby', 'birth', '.']"
672,20190304_Trump_CPAC_0567,"['passed', 'largest', 'package', 'tax', 'cuts', 'reforms', 'american', 'history', '.']"
673,20190304_Trump_CPAC_1180,"['would', 'end', 'air', 'travel', '.']"
674,20190304_Trump_CPAC_0276,"['robert', 'mueller', 'put', '13', 'angriest', 'democrats', 'history', 'country', 'commission', '.']"
675,20190304_Trump_CPAC_1412,"['one', 'three', 'women', 'sexually', 'assaulted', 'dangerous', 'journey', 'north', '.']"
676,20190304_Trump_CPAC_1521,"['nobody', 'shows', '.']"
677,20190304_Trump_CPAC_1521,"['nobody', 'shows', '.']"
678,20190304_Trump_CPAC_1522,"['three', 'percent', 'people', 'come', 'back', 'trial', '.']"
679,20190304_Trump_CPAC_1522,"['three', 'percent', 'people', 'come', 'back', 'trial', '.']"
680,20190619_Trump_Campain_Florida_0163,"[',', 'time', ""'re"", 'going', 'finish', 'job', ',', 'time', 'lot', 'easier', 'done', 'much', 'military', ',', 'vets', ',', 'second', 'amendment', ',', 'regulations', ',', 'biggest', 'tax', 'cut', 'history', ',', 'getting', 'rid', 'many', 'different', 'problems', ',', 'many', 'different', 'things', ',', 'including', ',', 'way', ',', 'individual', 'mandate', 'obamacare', ',', 'one', 'worst', 'things', 'anybody', ""'s"", 'ever', 'live', '.']"
681,20190619_Trump_Campain_Florida_0361,"['something', 'want', 'make', 'clear', 'media', ',', 'among', 'cleanest', 'sharpest', ',', 'crystalclean', ',', ""'ve"", 'heard', 'say', ',', 'went', 'crystalclean', 'air', 'water', 'anywhere', 'earth', '.']"
682,20190730_democratic_debate_Detroit_1_0471,"[""'s"", ""'m"", 'saying', 'math', 'wrong', ',', ""'s"", 'welldocumented', 'bills', 'paid', 'medicare', 'rate', ',', 'specifically', 'think', ""'s"", 'section', '1,200', 'bill', ',', 'many', 'hospitals', 'country', 'would', 'close', '.']"
683,20190730_democratic_debate_Detroit_1_0472,"[""'ve"", 'going', 'around', 'rural', 'america', ',', 'ask', 'rural', 'hospital', 'administrators', 'one', 'question', ',', '``', 'bills', 'paid', 'medicare', 'rate', 'last', 'year', ',', 'would', 'happen', '?', ""''""]"
684,20190730_democratic_debate_Detroit_1_0473,"['look', 'say', ',', '``', 'would', 'close', '.', ""''""]"
685,20190730_democratic_debate_Detroit_1_0521,"['problem', ',', 'right', ',', 'criminalization', 'statute', 'gives', 'donald', 'trump', 'ability', 'take', 'children', 'away', 'parents', '.']"
686,20190730_democratic_debate_Detroit_1_0137,"['right', ',', 'dysfunctional', 'health', 'care', 'system']"
687,20190730_democratic_debate_Detroit_1_0138,"['87', 'million', 'uninsured', 'underinsured', ',', '$', '500,000', '500,000', 'americans', 'every', 'year', ',', 'going', 'bankrupt', 'medical', 'bills', ',', '30,000', 'people', 'dying', 'health', 'care', 'industry', 'makes', 'tens', 'billions', 'dollars', 'profit', '.']"
688,20190730_democratic_debate_Detroit_1_1540,"['provide', 'universal', 'childcare', 'zero', 'five', '.']"
689,20190730_democratic_debate_Detroit_1_1541,"['provide', 'universal', 'prek', 'every', '3yearold', '4yearold', '.']"
690,20190730_democratic_debate_Detroit_1_1542,"['raise', 'wages', 'every', 'childcare', 'worker', 'preschool', 'teacher', 'country', '.']"
691,20190730_democratic_debate_Detroit_1_1543,"['provide', 'universal', 'tuitionfree', 'college', '.']"
692,20190731_democratic_debate_Detroit_2_0586,"['well', ',', ',', 'due', 'respect', ',', 'know', ',', 'last', 'debate', ',', 'example', ',', 'went', 'place', 'florida', 'called', 'homestead', ',', 'private', 'detention', 'facility', 'paid', 'taxpayer', 'dollars', ',', 'private', 'detention', 'facility', 'currently', 'houses', '2,700', 'children', '.']"
693,20190912_democratic_debate_0460,"['difference', 'support', 'support', ',', 'vice', 'president', 'biden', ',', 'require', 'opt', 'would', 'require', 'opt', '.']"
694,20190912_democratic_debate_0461,"['would', 'automatically', 'enrolled', '.']"
695,20190912_democratic_debate_0462,"['would', ""n't"", 'buy', '.']"
696,20190912_democratic_debate_0364,"['fifty', 'million', 'people', 'lose', 'private', 'insurance', 'every', 'year', 'quit', 'jobs', 'go', 'unemployed', 'employer', 'changes', 'insurance', 'policy', '.']"
697,20190912_democratic_debate_0739,"['90', '%', 'american', 'people', 'think', 'get', 'assault', 'weapons', 'street', 'period', '.']"
698,20190912_democratic_debate_0941,"[""n't"", 'lock', 'people', 'cages', '.']"
699,20190912_democratic_debate_0942,"[""n't"", 'separate', 'families', '.']"
700,20190912_democratic_debate_0584,"[""'s"", 'nice', 'go', 'way', 'back', 'slavery', ',', 'dear', 'god', ',', 'criminal', 'justice', 'system', 'racially', 'biased', ',', 'africanamericans', 'criminal', 'supervision', 'today', 'slaves', '1850', '.']"
