,tweet_ids,tweet_encodings
645,20181015_60_min_0401,"[ 0.00746889  0.04808209  0.00515034 ...  0.01507493 -0.02113947
 -0.01385639]"
646,20181015_60_min_0401,"[ 0.00746889  0.04808209  0.00515034 ...  0.01507493 -0.02113947
 -0.01385639]"
647,20181015_60_min_0402,"[ 0.00746889  0.03738528  0.00401392 ...  0.01717973 -0.01853684
 -0.01385639]"
648,20181015_60_min_0402,"[ 0.00746889  0.03738528  0.00401392 ...  0.01717973 -0.01853684
 -0.01385639]"
649,20181015_60_min_0405,"[ 0.00746889 -0.00596023 -0.01768101 ...  0.04197439 -0.02986992
  0.00530625]"
650,20181015_60_min_0405,"[ 0.00746889 -0.00596023 -0.01768101 ...  0.04197439 -0.02986992
  0.00530625]"
651,20181015_60_min_0086,"[ 0.00746889  0.01231379  0.11422496 ...  0.05426811  0.01436913
 -0.0032509 ]"
652,20181102_Trump_Huntington_0160,"[ 0.00746889 -0.03016494  0.01619388 ...  0.02033288 -0.0184279
 -0.01971759]"
653,20181102_Trump_Huntington_0169,"[ 0.00746889 -0.04336132  0.11986928 ...  0.03497978  0.05469605
 -0.01045752]"
654,20181102_Trump_Huntington_0494,"[ 0.00746889 -0.00087863  0.08162415 ...  0.06228903  0.08830141
  0.01925693]"
655,20181102_Trump_Huntington_0148,"[ 0.00746889 -0.0401478   0.09134636 ...  0.03105692  0.04713332
 -0.01385639]"
656,20181102_Trump_Huntington_0148,"[ 0.00746889 -0.0401478   0.09134636 ...  0.03105692  0.04713332
 -0.01385639]"
657,20181102_Trump_Huntington_0156,"[ 0.00746889 -0.04593216  0.12780124 ...  0.03357939  0.04308732
  0.03041888]"
658,20181102_Trump_Huntington_0157,"[ 0.00746889 -0.02288337  0.1226062  ...  0.04848861 -0.00139107
  0.03491703]"
659,20181102_Trump_Huntington_0665,"[ 0.00746889 -0.04778164  0.08741289 ...  0.04137914  0.01140782
  0.00080427]"
660,20181112_trump_pelosi_0292,"[ 0.00746889 -0.06843271  0.14300235 ...  0.02932201 -0.00310666
  0.00752796]"
661,20181112_trump_pelosi_0292,"[ 0.00746889 -0.06843271  0.14300235 ...  0.02932201 -0.00310666
  0.00752796]"
662,20181112_trump_pelosi_0293,"[ 0.00746889 -0.02391209  0.05704347 ...  0.02382823  0.05790779
  0.0230843 ]"
663,20181112_trump_pelosi_0293,"[ 0.00746889 -0.02391209  0.05704347 ...  0.02382823  0.05790779
  0.0230843 ]"
664,20181112_trump_pelosi_0183,"[ 0.00746889 -0.03792104  0.0335099  ...  0.01951081  0.05598842
 -0.00324256]"
665,20181112_trump_pelosi_0358,"[ 0.00746889 -0.06578409  0.13100334 ...  0.00876093 -0.01367996
 -0.00817608]"
666,20190304_Trump_CPAC_1553,"[ 0.00746889  0.00665858  0.15921645 ...  0.04735281  0.0352078
 -0.00957042]"
667,20190304_Trump_CPAC_1561,"[ 0.00746889 -0.02639572 -0.0126501  ... -0.00998751  0.03392307
 -0.00953424]"
668,20190304_Trump_CPAC_1797,"[ 0.00746889 -0.07324747  0.06775457 ...  0.05148824 -0.01009294
 -0.01385639]"
669,20190304_Trump_CPAC_1806,"[ 0.00746889 -0.01745847  0.04533686 ...  0.01603424  0.00092448
  0.01004295]"
670,20190304_Trump_CPAC_1578,"[ 0.00746889 -0.0088903   0.00749725 ...  0.01400366 -0.02971155
 -0.01385639]"
671,20190304_Trump_CPAC_1578,"[ 0.00746889 -0.0088903   0.00749725 ...  0.01400366 -0.02971155
 -0.01385639]"
672,20190304_Trump_CPAC_0567,"[ 0.00746889 -0.04778164  0.08991492 ...  0.02090921  0.06263807
  0.02155875]"
673,20190304_Trump_CPAC_1180,"[ 0.00746889 -0.06118534  0.0212428  ...  0.03064897 -0.00883172
 -0.00644328]"
674,20190304_Trump_CPAC_0276,[0.00746889 0.06646463 0.0612709  ... 0.03207055 0.00647128 0.00129698]
675,20190304_Trump_CPAC_1412,"[ 0.00746889 -0.10392548 -0.00272055 ... -0.02618702  0.01374706
 -0.00578791]"
676,20190304_Trump_CPAC_1521,"[ 0.00746889  0.01822558 -0.04471526 ...  0.01463172 -0.01399221
  0.00196703]"
677,20190304_Trump_CPAC_1521,"[ 0.00746889  0.01822558 -0.04471526 ...  0.01463172 -0.01399221
  0.00196703]"
678,20190304_Trump_CPAC_1522,"[ 0.00746889 -0.09567311 -0.01552278 ... -0.00359579 -0.03497607
  0.00565525]"
679,20190304_Trump_CPAC_1522,"[ 0.00746889 -0.09567311 -0.01552278 ... -0.00359579 -0.03497607
  0.00565525]"
680,20190619_Trump_Campain_Florida_0163,"[ 0.00746889  0.01254978  0.03602971 ...  0.05800094  0.0190871
 -0.00328704]"
681,20190619_Trump_Campain_Florida_0361,"[ 0.00746889  0.02796271  0.12314581 ...  0.03296591  0.05482164
 -0.00386247]"
682,20190730_democratic_debate_Detroit_1_0471,[0.00746889 0.02963586 0.07127699 ... 0.05464321 0.04259374 0.00569712]
683,20190730_democratic_debate_Detroit_1_0472,"[ 0.00746889 -0.02781819  0.04646745 ...  0.04658673  0.03982516
  0.00928647]"
684,20190730_democratic_debate_Detroit_1_0473,"[ 0.00746889 -0.04783845  0.04366502 ...  0.01854423 -0.00702189
  0.00416754]"
685,20190730_democratic_debate_Detroit_1_0521,"[ 0.00746889  0.0235172   0.07593985 ...  0.01858579  0.04683062
 -0.00951417]"
686,20190730_democratic_debate_Detroit_1_0137,"[ 0.00746889 -0.04597541  0.06240582 ...  0.00325238 -0.0089793
 -0.00021691]"
687,20190730_democratic_debate_Detroit_1_0138,"[ 0.00746889 -0.03511806  0.09160752 ...  0.02745907  0.05905484
  0.00933404]"
688,20190730_democratic_debate_Detroit_1_1540,"[ 0.00746889  0.00746632  0.13784252 ...  0.0312301   0.01491888
 -0.01041837]"
689,20190730_democratic_debate_Detroit_1_1541,"[ 0.00746889  0.00746632  0.13784252 ...  0.02618322 -0.01952468
 -0.0072417 ]"
690,20190730_democratic_debate_Detroit_1_1542,"[ 0.00746889 -0.00464511  0.05864213 ...  0.02737283 -0.00593302
 -0.00442496]"
691,20190730_democratic_debate_Detroit_1_1543,"[ 0.00746889  0.00746632  0.13784252 ...  0.0103569   0.02499413
 -0.00486225]"
692,20190731_democratic_debate_Detroit_2_0586,"[ 0.00746889 -0.02977603  0.05687541 ...  0.02718977  0.009026
  0.00047583]"
693,20190912_democratic_debate_0460,[0.00746889 0.0244895  0.05416868 ... 0.03730588 0.00810075 0.00224533]
694,20190912_democratic_debate_0461,"[ 0.00746889 -0.05616518  0.0541601  ... -0.00310138 -0.04335246
 -0.01385639]"
695,20190912_democratic_debate_0462,"[ 0.00746889  0.01905892 -0.04672131 ...  0.01481987 -0.04434213
 -0.01385639]"
696,20190912_democratic_debate_0364,"[ 0.00746889 -0.03387271  0.05282447 ...  0.03516126  0.0380031
  0.02669338]"
697,20190912_democratic_debate_0739,"[ 0.00746889 -0.0461315   0.07075193 ...  0.01248485  0.04407181
  0.03957979]"
698,20190912_democratic_debate_0941,"[ 0.00746889  0.03203318 -0.0576697  ...  0.00207829 -0.00506999
 -0.01385639]"
699,20190912_democratic_debate_0942,"[ 0.00746889  0.03203318 -0.06706438 ... -0.00200215 -0.04434213
 -0.01385639]"
700,20190912_democratic_debate_0584,[0.00746889 0.044151   0.1314762  ... 0.05336608 0.02243705 0.00371378]
701,20190912_democratic_debate_0910,"[ 0.00746889 -0.02781819  0.08176881 ...  0.03198855  0.04486701
  0.00487433]"
